#ROD_Channel ROC_Channel Straw# HW_addr Board GOL
8 13 120 5 1S 0
8 14 71 5 1S 0
8 15 104 5 1S 0
10 0 86 6 1S 0
10 1 70 6 1S 0
10 2 68 6 1S 0
10 3 103 6 1S 0
10 4 84 6 1S 0
10 5 102 6 1S 0
10 6 118 6 1S 0
10 7 85 6 1S 0
10 8 101 6 1S 0
10 9 -2 6 1S 0
10 10 69 6 1S 0
10 11 119 6 1S 0
10 12 -2 6 1S 0
10 13 117 6 1S 0
10 14 83 6 1S 0
10 15 100 6 1S 0
12 0 67 7 1S 0
12 1 82 7 1S 0
12 2 80 7 1S 0
12 3 116 7 1S 0
12 4 65 7 1S 0
12 5 99 7 1S 0
12 6 114 7 1S 0
12 7 66 7 1S 0
12 8 97 7 1S 0
12 9 98 7 1S 0
12 10 81 7 1S 0
12 11 115 7 1S 0
12 12 64 7 1S 0
12 13 113 7 1S 0
12 14 79 7 1S 0
12 15 96 7 1S 0
14 0 133 8 1S 0
14 1 149 8 1S 0
14 2 164 8 1S 0
14 3 202 8 1S 0
14 4 131 8 1S 0
14 5 184 8 1S 0
14 6 183 8 1S 0
14 7 132 8 1S 0
14 8 165 8 1S 0
14 9 166 8 1S 0
14 10 148 8 1S 0
14 11 201 8 1S 0
14 12 147 8 1S 0
14 13 200 8 1S 0
14 14 130 8 1S 0
14 15 182 8 1S 0
16 0 137 9 1S 0
16 1 188 9 1S 0
16 2 153 9 1S 0
16 3 170 9 1S 0
16 4 186 9 1S 0
16 5 134 9 1S 0
16 6 168 9 1S 0
16 7 135 9 1S 0
16 8 187 9 1S 0
16 9 136 9 1S 0
16 10 169 9 1S 0
16 11 152 9 1S 0
16 12 185 9 1S 0
16 13 151 9 1S 0
16 14 167 9 1S 0
16 15 150 9 1S 0
18 0 236 10 1S 0
18 1 218 10 1S 0
18 2 273 10 1S 0
18 3 219 10 1S 0
18 4 203 10 1S 0
18 5 292 10 1S 0
18 6 238 10 1S 0
18 7 274 10 1S 0
18 8 220 10 1S 0
18 9 254 10 1S 0
18 10 237 10 1S 0
18 11 255 10 1S 0
18 12 221 10 1S 0
18 13 311 10 1S 0
18 14 204 10 1S 0
18 15 256 10 1S 0
20 0 307 17 1L 0
20 1 326 17 1L 0
20 2 290 17 1L 0
20 3 251 17 1L 0
20 4 327 17 1L 0
20 5 270 17 1L 0
20 6 289 17 1L 0
20 7 308 17 1L 0
20 8 271 17 1L 0
20 9 253 17 1L 0
20 10 328 17 1L 0
20 11 252 17 1L 0
20 12 309 17 1L 0
20 13 272 17 1L 0
20 14 310 17 1L 0
20 15 291 17 1L 0
22 0 303 18 1L 0
22 1 322 18 1L 0
22 2 324 18 1L 0
22 3 266 18 1L 0
22 4 305 18 1L 0
22 5 285 18 1L 0
22 6 268 18 1L 0
22 7 304 18 1L 0
22 8 269 18 1L 0
22 9 286 18 1L 0
22 10 323 18 1L 0
22 11 267 18 1L 0
22 12 306 18 1L 0
22 13 287 18 1L 0
22 14 325 18 1L 0
22 15 288 18 1L 0
24 0 318 19 1L 0
24 1 300 19 1L 0
24 2 320 19 1L 0
24 3 263 19 1L 0
24 4 301 19 1L 0
24 5 245 19 1L 0
24 6 246 19 1L 0
24 7 282 19 1L 0
24 8 265 19 1L 0
24 9 283 19 1L 0
24 10 319 19 1L 0
24 11 264 19 1L 0
24 12 302 19 1L 0
24 13 247 19 1L 0
24 14 321 19 1L 0
24 15 284 19 1L 0
26 0 297 20 1L 0
26 1 278 20 1L 0
26 2 317 20 1L 0
26 3 259 20 1L 0
26 4 280 20 1L 0
26 5 260 20 1L 0
26 6 261 20 1L 0
26 7 316 20 1L 0
26 8 243 20 1L 0
26 9 223 20 1L 0
26 10 298 20 1L 0
26 11 279 20 1L 0
26 12 299 20 1L 0
26 13 262 20 1L 0
26 14 281 20 1L 0
26 15 244 20 1L 0
28 0 293 21 1L 0
28 1 313 21 1L 0
28 2 314 21 1L 0
28 3 275 21 1L 0
28 4 295 21 1L 0
28 5 257 21 1L 0
28 6 258 21 1L 0
28 7 294 21 1L 0
28 8 277 21 1L 0
28 9 239 21 1L 0
28 10 312 21 1L 0
28 11 276 21 1L 0
28 12 296 21 1L 0
28 13 240 21 1L 0
28 14 315 21 1L 0
28 15 222 21 1L 0
30 0 241 22 1L 0
30 1 224 22 1L 0
30 2 226 22 1L 0
30 3 205 22 1L 0
30 4 225 22 1L 0
30 5 206 22 1L 0
30 6 190 22 1L 0
30 7 242 22 1L 0
30 8 172 22 1L 0
30 9 171 22 1L 0
30 10 207 22 1L 0
30 11 189 22 1L 0
30 12 208 22 1L 0
30 13 191 22 1L 0
30 14 209 22 1L 0
30 15 174 22 1L 0
32 0 227 23 1L 0
32 1 210 23 1L 0
32 2 230 23 1L 0
32 3 192 23 1L 0
32 4 229 23 1L 0
32 5 175 23 1L 0
32 6 194 23 1L 0
32 7 211 23 1L 0
32 8 212 23 1L 0
32 9 176 23 1L 0
32 10 228 23 1L 0
32 11 193 23 1L 0
32 12 248 23 1L 0
32 13 195 23 1L 0
32 14 231 23 1L 0
32 15 213 23 1L 0
34 0 249 24 1L 0
34 1 214 24 1L 0
34 2 233 24 1L 0
34 3 196 24 1L 0
34 4 250 24 1L 0
34 5 180 24 1L 0
34 6 198 24 1L 0
34 7 232 24 1L 0
34 8 181 24 1L 0
34 9 215 24 1L 0
34 10 216 24 1L 0
34 11 197 24 1L 0
34 12 234 24 1L 0
34 13 199 24 1L 0
34 14 235 24 1L 0
34 15 217 24 1L 0
36 0 159 25 1L 0
36 1 177 25 1L 0
36 2 162 25 1L 0
36 3 143 25 1L 0
36 4 161 25 1L 0
36 5 127 25 1L 0
36 6 145 25 1L 0
36 7 160 25 1L 0
36 8 112 25 1L 0
36 9 128 25 1L 0
36 10 178 25 1L 0
36 11 144 25 1L 0
36 12 163 25 1L 0
36 13 129 25 1L 0
36 14 179 25 1L 0
36 15 146 25 1L 0
38 0 155 26 1L 0
38 1 139 26 1L 0
38 2 154 26 1L 0
38 3 123 26 1L 0
38 4 108 26 1L 0
38 5 157 26 1L 0
38 6 141 26 1L 0
38 7 140 26 1L 0
38 8 107 26 1L 0
38 9 173 26 1L 0
38 10 124 26 1L 0
38 11 156 26 1L 0
38 12 125 26 1L 0
38 13 158 26 1L 0
38 14 126 26 1L 0
38 15 142 26 1L 0
40 0 78 27 1L 0
40 1 95 27 1L 0
40 2 62 27 1L 0
40 3 111 27 1L 0
40 4 93 27 1L 0
40 5 76 27 1L 0
40 6 109 27 1L 0
40 7 61 27 1L 0
40 8 110 27 1L 0
40 9 77 27 1L 0
40 10 94 27 1L 0
40 11 46 27 1L 0
40 12 92 27 1L 0
40 13 45 27 1L 0
40 14 91 27 1L 0
40 15 60 27 1L 0
42 0 387 1 2S 1
42 1 367 1 2S 1
42 2 407 1 2S 1
42 3 366 1 2S 1
42 4 385 1 2S 1
42 5 345 1 2S 1
42 6 427 1 2S 1
42 7 406 1 2S 1
42 8 386 1 2S 1
42 9 405 1 2S 1
42 10 365 1 2S 1
42 11 384 1 2S 1
42 12 347 1 2S 1
42 13 346 1 2S 1
42 14 364 1 2S 1
42 15 344 1 2S 1
44 0 363 2 2S 1
44 1 403 2 2S 1
44 2 383 2 2S 1
44 3 362 2 2S 1
44 4 341 2 2S 1
44 5 402 2 2S 1
44 6 361 2 2S 1
44 7 343 2 2S 1
44 8 381 2 2S 1
44 9 382 2 2S 1
44 10 404 2 2S 1
44 11 342 2 2S 1
44 12 401 2 2S 1
44 13 400 2 2S 1
44 14 360 2 2S 1
44 15 380 2 2S 1
46 0 340 3 2S 1
46 1 379 3 2S 1
46 2 359 3 2S 1
46 3 399 3 2S 1
46 4 357 3 2S 1
46 5 377 3 2S 1
46 6 338 3 2S 1
46 7 416 3 2S 1
46 8 398 3 2S 1
46 9 339 3 2S 1
46 10 378 3 2S 1
46 11 358 3 2S 1
46 12 397 3 2S 1
46 13 337 3 2S 1
46 14 376 3 2S 1
46 15 356 3 2S 1
48 0 375 4 2S 1
48 1 336 4 2S 1
48 2 374 4 2S 1
48 3 355 4 2S 1
48 4 373 4 2S 1
48 5 352 4 2S 1
48 6 394 4 2S 1
48 7 334 4 2S 1
48 8 395 4 2S 1
48 9 335 4 2S 1
48 10 396 4 2S 1
48 11 354 4 2S 1
48 12 371 4 2S 1
48 13 353 4 2S 1
48 14 372 4 2S 1
48 15 333 4 2S 1
50 0 332 5 2S 1
50 1 350 5 2S 1
50 2 348 5 2S 1
50 3 432 5 2S 1
50 4 349 5 2S 1
50 5 431 5 2S 1
50 6 392 5 2S 1
50 7 391 5 2S 1
50 8 331 5 2S 1
50 9 412 5 2S 1
50 10 393 5 2S 1
50 11 351 5 2S 1
50 12 370 5 2S 1
50 13 329 5 2S 1
50 14 369 5 2S 1
50 15 330 5 2S 1
52 0 436 6 2S 1
52 1 413 6 2S 1
52 2 454 6 2S 1
52 3 519 6 2S 1
52 4 434 6 2S 1
52 5 477 6 2S 1
52 6 498 6 2S 1
52 7 475 6 2S 1
52 8 497 6 2S 1
52 9 455 6 2S 1
52 10 478 6 2S 1
52 11 435 6 2S 1
52 12 476 6 2S 1
52 13 453 6 2S 1
52 14 474 6 2S 1
52 15 433 6 2S 1
54 0 439 7 2S 1
54 1 460 7 2S 1
54 2 418 7 2S 1
54 3 481 7 2S 1
54 4 458 7 2S 1
54 5 414 7 2S 1
54 6 499 7 2S 1
54 7 437 7 2S 1
54 8 480 7 2S 1
54 9 438 7 2S 1
54 10 459 7 2S 1
54 11 417 7 2S 1
54 12 479 7 2S 1
54 13 415 7 2S 1
54 14 456 7 2S 1
54 15 457 7 2S 1
56 0 443 8 2S 1
56 1 485 8 2S 1
56 2 422 8 2S 1
56 3 464 8 2S 1
56 4 420 8 2S 1
56 5 462 8 2S 1
56 6 441 8 2S 1
56 7 483 8 2S 1
56 8 484 8 2S 1
56 9 442 8 2S 1
56 10 463 8 2S 1
56 11 421 8 2S 1
56 12 461 8 2S 1
56 13 440 8 2S 1
56 14 482 8 2S 1
56 15 419 8 2S 1
58 0 446 9 2S 1
58 1 489 9 2S 1
58 2 447 9 2S 1
58 3 468 9 2S 1
58 4 487 9 2S 1
58 5 424 9 2S 1
58 6 466 9 2S 1
58 7 445 9 2S 1
58 8 467 9 2S 1
58 9 426 9 2S 1
58 10 488 9 2S 1
58 11 425 9 2S 1
58 12 465 9 2S 1
58 13 444 9 2S 1
58 14 486 9 2S 1
58 15 423 9 2S 1
60 0 552 10 2S 1
60 1 510 10 2S 1
60 2 574 10 2S 1
60 3 531 10 2S 1
60 4 550 10 2S 1
60 5 529 10 2S 1
60 6 572 10 2S 1
60 7 508 10 2S 1
60 8 573 10 2S 1
60 9 509 10 2S 1
60 10 551 10 2S 1
60 11 549 10 2S 1
60 12 530 10 2S 1
60 13 507 10 2S 1
60 14 571 10 2S 1
60 15 528 10 2S 1
62 0 506 11 2S 1
62 1 548 11 2S 1
62 2 527 11 2S 1
62 3 570 11 2S 1
62 4 568 11 2S 1
62 5 503 11 2S 1
62 6 546 11 2S 1
62 7 504 11 2S 1
62 8 569 11 2S 1
62 9 505 11 2S 1
62 10 547 11 2S 1
62 11 526 11 2S 1
62 12 567 11 2S 1
62 13 525 11 2S 1
62 14 545 11 2S 1
62 15 524 11 2S 1
64 0 502 12 2S 1
64 1 523 12 2S 1
64 2 544 12 2S 1
64 3 564 12 2S 1
64 4 588 12 2S 1
64 5 541 12 2S 1
64 6 565 12 2S 1
64 7 521 12 2S 1
64 8 501 12 2S 1
64 9 587 12 2S 1
64 10 522 12 2S 1
64 11 566 12 2S 1
64 12 543 12 2S 1
64 13 520 12 2S 1
64 14 542 12 2S 1
64 15 500 12 2S 1
66 0 592 13 2S 1
66 1 636 13 2S 1
66 2 614 13 2S 1
66 3 658 13 2S 1
66 4 612 13 2S 1
66 5 657 13 2S 1
66 6 590 13 2S 1
66 7 680 13 2S 1
66 8 591 13 2S 1
66 9 681 13 2S 1
66 10 613 13 2S 1
66 11 635 13 2S 1
66 12 611 13 2S 1
66 13 634 13 2S 1
66 14 589 13 2S 1
66 15 656 13 2S 1
68 0 596 14 2S 1
68 1 640 14 2S 1
68 2 618 14 2S 1
68 3 662 14 2S 1
68 4 616 14 2S 1
68 5 638 14 2S 1
68 6 594 14 2S 1
68 7 660 14 2S 1
68 8 617 14 2S 1
68 9 661 14 2S 1
68 10 595 14 2S 1
68 11 639 14 2S 1
68 12 637 14 2S 1
68 13 593 14 2S 1
68 14 659 14 2S 1
68 15 615 14 2S 1
70 0 705 15 2S 1
70 1 776 15 2S 1
70 2 682 15 2S 1
70 3 752 15 2S 1
70 4 707 15 2S 1
70 5 777 15 2S 1
70 6 684 15 2S 1
70 7 730 15 2S 1
70 8 683 15 2S 1
70 9 729 15 2S 1
70 10 706 15 2S 1
70 11 753 15 2S 1
70 12 685 15 2S 1
70 13 754 15 2S 1
70 14 708 15 2S 1
70 15 731 15 2S 1
72 0 802 17 2L1 2
72 1 732 17 2L1 2
72 2 826 17 2L1 2
72 3 778 17 2L1 2
72 4 756 17 2L1 2
72 5 780 17 2L1 2
72 6 779 17 2L1 2
72 7 755 17 2L1 2
72 8 828 17 2L1 2
72 9 804 17 2L1 2
72 10 757 17 2L1 2
72 11 758 17 2L1 2
72 12 803 17 2L1 2
72 13 827 17 2L1 2
72 14 805 17 2L1 2
72 15 781 17 2L1 2
74 0 829 18 2L1 2
74 1 782 18 2L1 2
74 2 806 18 2L1 2
74 3 759 18 2L1 2
74 4 808 18 2L1 2
74 5 784 18 2L1 2
74 6 761 18 2L1 2
74 7 831 18 2L1 2
74 8 760 18 2L1 2
74 9 830 18 2L1 2
74 10 783 18 2L1 2
74 11 807 18 2L1 2
74 12 785 18 2L1 2
74 13 832 18 2L1 2
74 14 762 18 2L1 2
74 15 809 18 2L1 2
76 0 810 19 2L1 2
76 1 833 19 2L1 2
76 2 763 19 2L1 2
76 3 786 19 2L1 2
76 4 836 19 2L1 2
76 5 764 19 2L1 2
76 6 835 19 2L1 2
76 7 788 19 2L1 2
76 8 812 19 2L1 2
76 9 834 19 2L1 2
76 10 787 19 2L1 2
76 11 811 19 2L1 2
76 12 789 19 2L1 2
76 13 765 19 2L1 2
76 14 837 19 2L1 2
76 15 813 19 2L1 2
78 0 814 20 2L1 2
78 1 766 20 2L1 2
78 2 -2 20 2L1 2
78 3 790 20 2L1 2
78 4 816 20 2L1 2
78 5 791 20 2L1 2
78 6 839 20 2L1 2
78 7 768 20 2L1 2
78 8 767 20 2L1 2
78 9 838 20 2L1 2
78 10 -2 20 2L1 2
78 11 815 20 2L1 2
78 12 792 20 2L1 2
78 13 840 20 2L1 2
78 14 769 20 2L1 2
78 15 817 20 2L1 2
80 0 841 21 2L1 2
80 1 770 21 2L1 2
80 2 818 21 2L1 2
80 3 793 21 2L1 2
80 4 820 21 2L1 2
80 5 771 21 2L1 2
80 6 843 21 2L1 2
80 7 795 21 2L1 2
80 8 842 21 2L1 2
80 9 794 21 2L1 2
80 10 819 21 2L1 2
80 11 749 21 2L1 2
80 12 772 21 2L1 2
80 13 844 21 2L1 2
80 14 796 21 2L1 2
80 15 821 21 2L1 2
82 0 822 22 2L1 2
82 1 845 22 2L1 2
82 2 824 22 2L1 2
82 3 846 22 2L1 2
82 4 773 22 2L1 2
82 5 847 22 2L1 2
82 6 774 22 2L1 2
82 7 823 22 2L1 2
82 8 798 22 2L1 2
82 9 848 22 2L1 2
82 10 801 22 2L1 2
82 11 775 22 2L1 2
82 12 797 22 2L1 2
82 13 825 22 2L1 2
82 14 799 22 2L1 2
82 15 800 22 2L1 2
84 0 724 23 2L1 2
84 1 677 23 2L1 2
84 2 747 23 2L1 2
84 3 701 23 2L1 2
84 4 726 23 2L1 2
84 5 704 23 2L1 2
84 6 750 23 2L1 2
84 7 679 23 2L1 2
84 8 748 23 2L1 2
84 9 702 23 2L1 2
84 10 725 23 2L1 2
84 11 678 23 2L1 2
84 12 751 23 2L1 2
84 13 727 23 2L1 2
84 14 728 23 2L1 2
84 15 703 23 2L1 2
86 0 743 24 2L1 2
86 1 673 24 2L1 2
86 2 697 24 2L1 2
86 3 720 24 2L1 2
86 4 722 24 2L1 2
86 5 675 24 2L1 2
86 6 699 24 2L1 2
86 7 745 24 2L1 2
86 8 698 24 2L1 2
86 9 744 24 2L1 2
86 10 674 24 2L1 2
86 11 676 24 2L1 2
86 12 700 24 2L1 2
86 13 723 24 2L1 2
86 14 746 24 2L1 2
86 15 721 24 2L1 2
88 0 696 25 2L1 2
88 1 -2 25 2L1 2
88 2 672 25 2L1 2
88 3 719 25 2L1 2
88 4 718 25 2L1 2
88 5 694 25 2L1 2
88 6 741 25 2L1 2
88 7 671 25 2L1 2
88 8 -2 25 2L1 2
88 9 -2 25 2L1 2
88 10 742 25 2L1 2
88 11 695 25 2L1 2
88 12 -2 25 2L1 2
88 13 -2 25 2L1 2
88 14 -2 25 2L1 2
88 15 670 25 2L1 2
90 0 690 26 2L2 2
90 1 713 26 2L2 2
90 2 667 26 2L2 2
90 3 737 26 2L2 2
90 4 692 26 2L2 2
90 5 739 26 2L2 2
90 6 669 26 2L2 2
90 7 715 26 2L2 2
90 8 668 26 2L2 2
90 9 714 26 2L2 2
90 10 738 26 2L2 2
90 11 691 26 2L2 2
90 12 716 26 2L2 2
90 13 740 26 2L2 2
90 14 693 26 2L2 2
90 15 717 26 2L2 2
92 0 733 27 2L2 2
92 1 663 27 2L2 2
92 2 710 27 2L2 2
92 3 686 27 2L2 2
92 4 711 27 2L2 2
92 5 688 27 2L2 2
92 6 665 27 2L2 2
92 7 735 27 2L2 2
92 8 664 27 2L2 2
92 9 734 27 2L2 2
92 10 687 27 2L2 2
92 11 709 27 2L2 2
92 12 689 27 2L2 2
92 13 712 27 2L2 2
92 14 666 27 2L2 2
92 15 736 27 2L2 2
94 0 597 28 2L2 2
94 1 642 28 2L2 2
94 2 575 28 2L2 2
94 3 619 28 2L2 2
94 4 621 28 2L2 2
94 5 576 28 2L2 2
94 6 643 28 2L2 2
94 7 599 28 2L2 2
94 8 553 28 2L2 2
94 9 598 28 2L2 2
94 10 641 28 2L2 2
94 11 554 28 2L2 2
94 12 620 28 2L2 2
94 13 644 28 2L2 2
94 14 577 28 2L2 2
94 15 622 28 2L2 2
96 0 645 29 2L2 1
96 1 600 29 2L2 1
96 2 578 29 2L2 1
96 3 623 29 2L2 1
96 4 625 29 2L2 1
96 5 602 29 2L2 1
96 6 580 29 2L2 1
96 7 579 29 2L2 1
96 8 601 29 2L2 1
96 9 647 29 2L2 1
96 10 646 29 2L2 1
96 11 603 29 2L2 1
96 12 624 29 2L2 1
96 13 648 29 2L2 1
96 14 581 29 2L2 1
96 15 626 29 2L2 1
98 0 649 30 2L2 1
98 1 559 30 2L2 1
98 2 604 30 2L2 1
98 3 582 30 2L2 1
98 4 561 30 2L2 1
98 5 605 30 2L2 1
98 6 540 30 2L2 1
98 7 628 30 2L2 1
98 8 583 30 2L2 1
98 9 627 30 2L2 1
98 10 560 30 2L2 1
98 11 650 30 2L2 1
98 12 562 30 2L2 1
98 13 606 30 2L2 1
98 14 584 30 2L2 1
98 15 563 30 2L2 1
100 0 651 31 2L2 1
100 1 607 31 2L2 1
100 2 629 31 2L2 1
100 3 585 31 2L2 1
100 4 654 31 2L2 1
100 5 586 31 2L2 1
100 6 653 31 2L2 1
100 7 609 31 2L2 1
100 8 652 31 2L2 1
100 9 631 31 2L2 1
100 10 630 31 2L2 1
100 11 608 31 2L2 1
100 12 633 31 2L2 1
100 13 632 31 2L2 1
100 14 655 31 2L2 1
100 15 610 31 2L2 1
102 0 536 32 2L2 1
102 1 494 32 2L2 1
102 2 471 32 2L2 1
102 3 558 32 2L2 1
102 4 539 32 2L2 1
102 5 495 32 2L2 1
102 6 538 32 2L2 1
102 7 472 32 2L2 1
102 8 537 32 2L2 1
102 9 516 32 2L2 1
102 10 515 32 2L2 1
102 11 493 32 2L2 1
102 12 496 32 2L2 1
102 13 517 32 2L2 1
102 14 473 32 2L2 1
102 15 518 32 2L2 1
104 0 490 33 2L2 1
104 1 555 33 2L2 1
104 2 512 33 2L2 1
104 3 532 33 2L2 1
104 4 513 33 2L2 1
104 5 469 33 2L2 1
104 6 492 33 2L2 1
104 7 491 33 2L2 1
104 8 511 33 2L2 1
104 9 556 33 2L2 1
104 10 533 33 2L2 1
104 11 470 33 2L2 1
104 12 534 33 2L2 1
104 13 535 33 2L2 1
104 14 514 33 2L2 1
104 15 557 33 2L2 1
106 0 390 34 2L2 1
106 1 409 34 2L2 1
106 2 411 34 2L2 1
106 3 452 34 2L2 1
106 4 368 34 2L2 1
106 5 451 34 2L2 1
106 6 429 34 2L2 1
106 7 389 34 2L2 1
106 8 428 34 2L2 1
106 9 450 34 2L2 1
106 10 410 34 2L2 1
106 11 430 34 2L2 1
106 12 388 34 2L2 1
106 13 448 34 2L2 1
106 14 408 34 2L2 1
106 15 449 34 2L2 1
1 0 852 1 3S1 3
1 1 899 1 3S1 3
1 2 875 1 3S1 3
1 3 922 1 3S1 3
1 4 921 1 3S1 3
1 5 849 1 3S1 3
1 6 897 1 3S1 3
1 7 850 1 3S1 3
1 8 944 1 3S1 3
1 9 851 1 3S1 3
1 10 898 1 3S1 3
1 11 874 1 3S1 3
1 12 920 1 3S1 3
1 13 873 1 3S1 3
1 14 896 1 3S1 3
1 15 872 1 3S1 3
3 0 856 2 3S1 3
3 1 903 2 3S1 3
3 2 879 2 3S1 3
3 3 926 2 3S1 3
3 4 901 2 3S1 3
3 5 877 2 3S1 3
3 6 924 2 3S1 3
3 7 854 2 3S1 3
3 8 925 2 3S1 3
3 9 855 2 3S1 3
3 10 902 2 3S1 3
3 11 878 2 3S1 3
3 12 900 2 3S1 3
3 13 853 2 3S1 3
3 14 923 2 3S1 3
3 15 876 2 3S1 3
5 0 860 3 3S1 3
5 1 907 3 3S1 3
5 2 883 3 3S1 3
5 3 930 3 3S1 3
5 4 905 3 3S1 3
5 5 881 3 3S1 3
5 6 928 3 3S1 3
5 7 858 3 3S1 3
5 8 929 3 3S1 3
5 9 859 3 3S1 3
5 10 906 3 3S1 3
5 11 882 3 3S1 3
5 12 904 3 3S1 3
5 13 857 3 3S1 3
5 14 927 3 3S1 3
5 15 880 3 3S1 3
7 0 887 4 3S1 3
7 1 934 4 3S1 3
7 2 863 4 3S1 3
7 3 -2 4 3S1 3
7 4 909 4 3S1 3
7 5 885 4 3S1 3
7 6 932 4 3S1 3
7 7 862 4 3S1 3
7 8 933 4 3S1 3
7 9 886 4 3S1 3
7 10 910 4 3S1 3
7 11 -2 4 3S1 3
7 12 908 4 3S1 3
7 13 861 4 3S1 3
7 14 931 4 3S1 3
7 15 884 4 3S1 3
9 0 891 5 3S1 3
9 1 914 5 3S1 3
9 2 867 5 3S1 3
9 3 937 5 3S1 3
9 4 936 5 3S1 3
9 5 865 5 3S1 3
9 6 912 5 3S1 3
9 7 889 5 3S1 3
9 8 913 5 3S1 3
9 9 890 5 3S1 3
9 10 961 5 3S1 3
9 11 866 5 3S1 3
9 12 935 5 3S1 3
9 13 888 5 3S1 3
9 14 911 5 3S1 3
9 15 864 5 3S1 3
11 0 917 6 3S1 3
11 1 871 6 3S1 3
11 2 940 6 3S1 3
11 3 870 6 3S1 3
11 4 916 6 3S1 3
11 5 868 6 3S1 3
11 6 963 6 3S1 3
11 7 893 6 3S1 3
11 8 939 6 3S1 3
11 9 895 6 3S1 3
11 10 964 6 3S1 3
11 11 894 6 3S1 3
11 12 915 6 3S1 3
11 13 869 6 3S1 3
11 14 938 6 3S1 3
11 15 892 6 3S1 3
13 0 987 7 3S1 2
13 1 1036 7 3S1 2
13 2 986 7 3S1 2
13 3 1060 7 3S1 2
13 4 1033 7 3S1 2
13 5 984 7 3S1 2
13 6 1009 7 3S1 2
13 7 1010 7 3S1 2
13 8 1011 7 3S1 2
13 9 985 7 3S1 2
13 10 1012 7 3S1 2
13 11 962 7 3S1 2
13 12 1034 7 3S1 2
13 13 960 7 3S1 2
13 14 1035 7 3S1 2
13 15 959 7 3S1 2
15 0 983 8 3S1 2
15 1 1032 8 3S1 2
15 2 958 8 3S1 2
15 3 1059 8 3S1 2
15 4 1007 8 3S1 2
15 5 981 8 3S1 2
15 6 1006 8 3S1 2
15 7 957 8 3S1 2
15 8 1031 8 3S1 2
15 9 982 8 3S1 2
15 10 1008 8 3S1 2
15 11 -2 8 3S1 2
15 12 1030 8 3S1 2
15 13 956 8 3S1 2
15 14 1005 8 3S1 2
15 15 980 8 3S1 2
17 0 955 9 3S1 2
17 1 1029 9 3S1 2
17 2 979 9 3S1 2
17 3 1004 9 3S1 2
17 4 1027 9 3S1 2
17 5 977 9 3S1 2
17 6 1002 9 3S1 2
17 7 978 9 3S1 2
17 8 1003 9 3S1 2
17 9 -2 9 3S1 2
17 10 1028 9 3S1 2
17 11 954 9 3S1 2
17 12 1026 9 3S1 2
17 13 953 9 3S1 2
17 14 1001 9 3S1 2
17 15 952 9 3S1 2
19 0 976 10 3S1 2
19 1 1025 10 3S1 2
19 2 975 10 3S1 2
19 3 1000 10 3S1 2
19 4 1023 10 3S1 2
19 5 973 10 3S1 2
19 6 998 10 3S1 2
19 7 974 10 3S1 2
19 8 999 10 3S1 2
19 9 951 10 3S1 2
19 10 1024 10 3S1 2
19 11 950 10 3S1 2
19 12 1022 10 3S1 2
19 13 949 10 3S1 2
19 14 997 10 3S1 2
19 15 972 10 3S1 2
21 0 948 11 3S1 2
21 1 1021 11 3S1 2
21 2 971 11 3S1 2
21 3 996 11 3S1 2
21 4 1019 11 3S1 2
21 5 946 11 3S1 2
21 6 1018 11 3S1 2
21 7 945 11 3S1 2
21 8 995 11 3S1 2
