EMBC 7 62 2 2 6R 2 
EMBC 7 62 2 2 6L 21 
EMBC 7 63 2 2 6R 3 
EMBC 7 63 2 2 6L 22 
EMBC 8 64 2 3 7R 2 
EMBC 8 64 2 3 7L 21 
EMBC 8 65 2 3 7R 3 
EMBC 8 65 2 3 7L 22 
EMBC 8 66 2 3 8R 2 
EMBC 8 66 2 3 8L 21 
EMBC 8 67 2 3 8R 3 
EMBC 8 67 2 3 8L 22 
EMBC 8 68 2 4 5R 4 
EMBC 8 68 2 4 5L 23 
EMBC 8 69 2 4 5R 5 
EMBC 8 69 2 4 5L 24 
EMBC 8 70 2 4 6R 4 
EMBC 8 70 2 4 6L 23 
EMBC 8 71 2 4 6R 5 
EMBC 8 71 2 4 6L 24 
EMBC 9 72 2 5 7R 4 
EMBC 9 72 2 5 7L 23 
EMBC 9 73 2 5 7R 5 
EMBC 9 73 2 5 7L 24 
EMBC 9 74 2 5 8R 4 
EMBC 9 74 2 5 8L 23 
EMBC 9 75 2 5 8R 5 
EMBC 9 75 2 5 8L 24 
EMBC 9 76 2 6 5R 6 
EMBC 9 76 2 6 5L 25 
EMBC 9 77 2 6 5R 7 
EMBC 9 77 2 6 5L 26 
EMBC 9 78 2 6 6R 6 
EMBC 9 78 2 6 6L 25 
EMBC 9 79 2 6 6R 7 
EMBC 9 79 2 6 6L 26 
EMBC 10 80 2 7 7R 6 
EMBC 10 80 2 7 7L 25 
EMBC 10 81 2 7 7R 7 
EMBC 10 81 2 7 7L 26 
EMBC 10 82 2 7 8R 6 
EMBC 10 82 2 7 8L 25 
EMBC 10 83 2 7 8R 7 
EMBC 10 83 2 7 8L 26 
EMBC 10 84 2 8 5R 8 
EMBC 10 84 2 8 5L 27 
EMBC 10 85 2 8 6R 8 
EMBC 10 85 2 8 6L 27 
EMBC 10 86 2 8 7R 8 
EMBC 10 86 2 8 7L 27 
EMBC 10 87 2 8 8R 8 
EMBC 10 87 2 8 8L 27 
EMBC 11 88 2 9 5R 11 
EMBC 11 88 2 9 5L 30 
EMBC 11 89 2 9 6R 11 
EMBC 11 89 2 9 6L 30 
EMBC 11 90 2 9 7R 11 
EMBC 11 90 2 9 7L 30 
EMBC 11 91 2 9 8R 11 
EMBC 11 91 2 9 8L 30 
EMBC 11 92 2 10 5R 12
EMBC 11 92 2 10 5L 31
EMBC 11 93 2 10 6R 12
EMBC 11 93 2 10 6L 31
EMBC 11 94 2 10 7R 12
EMBC 11 94 2 10 7L 31
