1749										
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3895	2.00979	27645	27676	0	0	0	0	0.2	0.2
5	-2.8489	1.23822	27745	27776	0	0	0	0	0.2	0.2
3156										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.5108	1.97626	27645	27676	0	0	0	0	0.2	0.2
5	-2.9106	1.25049	27745	27776	0	0	0	0	0.2	0.2
3173										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.5596	1.84577	27645	27676	0	0	0	0	0.2	0.2
5	-2.9393	1.34723	27745	27776	0	0	0	0	0.2	0.2
3224										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.384	-47.845	27645	27676	0	0	0	0	0.2	0.2
5	-2.8012	-48.463	27745	27776	0	0	0	0	0.2	0.2
3294										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.2946	38.9274	27645	27676	0	0	0	0	0.2	0.2
5	-2.715	38.339	27745	27776	0	0	0	0	0.2	0.2
3429										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3029	-49.5	27645	27676	0	0	0	0	0.2	0.2
5	-2.7166	-50.142	27745	27776	0	0	0	0	0.2	0.2
3719										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-1.9119	38.326	27645	27676	0	0	0	0	0.2	0.2
5	-2.2061	37.702	27745	27776	0	0	0	0	0.2	0.2
3848										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-1.6143	-49.418	27645	27676	0	0	0	0	0.2	0.2
5	-2.0355	-50.006	27745	27776	0	0	0	0	0.2	0.2
3924										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.1923	38.3299	27645	27676	0	0	0	0	0.2	0.2
5	-2.5965	37.711	27745	27776	0	0	0	0	0.2	0.2
3973										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.1803	-49.526	27645	27676	0	0	0	0	0.2	0.2
5	-2.6167	-50.091	27745	27776	0	0	0	0	0.2	0.2
4112										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.1191	38.1269	27645	27676	0	0	0	0	0.2	0.2
5	-2.588	37.5012	27745	27776	0	0	0	0	0.2	0.2
4212										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.058	-0.408	177	208	0	0	0	0	0.2	0.2
2	0.344	-0.097	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.1226	-49.877	27645	27676	0	0	0	0	0.2	0.2
5	-2.5449	-50.714	27745	27776	0	0	0	0	0.2	0.2
