#Barrel_EC	Layer_Disk	Phi_module	Eta_module	ROBID	RODID	40FMT	40Link	80FMT	80Link	DCS Geographical ID
0	2	28	6	112510	112510	7	3	7	2	L1_B15_S1_A6_M6A
0	3	0	0	112511	112511	0	1	0	2	L2_B01_S2_A7_M0
0	3	0	1	112511	112511	0	2	1	0	L2_B01_S2_A7_M1A
0	3	0	2	112511	112511	0	3	1	2	L2_B01_S2_A7_M2A
0	3	0	3	112511	112511	1	0	2	0	L2_B01_S2_A7_M3A
0	3	0	4	112511	112511	1	1	2	2	L2_B01_S2_A7_M4A
0	3	0	5	112511	112511	1	2	3	0	L2_B01_S2_A7_M5A
0	3	0	6	112511	112511	1	3	3	2	L2_B01_S2_A7_M6A
0	3	51	6	112511	112511	2	1	F	F	L2_B01_S1_A6_M6A
0	3	51	5	112511	112511	2	2	F	F	L2_B01_S1_A6_M5A
0	3	51	4	112511	112511	2	3	F	F	L2_B01_S1_A6_M4A
0	3	51	3	112511	112511	3	0	F	F	L2_B01_S1_A6_M3A
0	3	51	2	112511	112511	3	1	F	F	L2_B01_S1_A6_M2A
0	3	51	1	112511	112511	3	2	F	F	L2_B01_S1_A6_M1A
0	3	2	0	112511	112511	4	1	F	F	L2_B02_S2_A7_M0
0	3	2	1	112511	112511	4	2	F	F	L2_B02_S2_A7_M1A
0	3	2	2	112511	112511	4	3	F	F	L2_B02_S2_A7_M2A
0	3	2	3	112511	112511	5	0	F	F	L2_B02_S2_A7_M3A
0	3	2	4	112511	112511	5	1	F	F	L2_B02_S2_A7_M4A
0	3	2	5	112511	112511	5	2	F	F	L2_B02_S2_A7_M5A
0	3	2	6	112511	112511	5	3	F	F	L2_B02_S2_A7_M6A
0	3	1	6	112511	112511	6	1	4	2	L2_B02_S1_A6_M6A
0	3	1	5	112511	112511	6	2	5	0	L2_B02_S1_A6_M5A
0	3	1	4	112511	112511	6	3	5	2	L2_B02_S1_A6_M4A
0	3	1	3	112511	112511	7	0	6	0	L2_B02_S1_A6_M3A
0	3	1	2	112511	112511	7	1	6	2	L2_B02_S1_A6_M2A
0	3	1	1	112511	112511	7	2	7	0	L2_B02_S1_A6_M1A
0	3	0	-6	112512	112512	0	1	0	2	L2_B01_S2_C6_M6C
0	3	0	-5	112512	112512	0	2	1	0	L2_B01_S2_C6_M5C
0	3	0	-4	112512	112512	0	3	1	2	L2_B01_S2_C6_M4C
0	3	0	-3	112512	112512	1	0	2	0	L2_B01_S2_C6_M3C
0	3	0	-2	112512	112512	1	1	2	2	L2_B01_S2_C6_M2C
0	3	0	-1	112512	112512	1	2	3	0	L2_B01_S2_C6_M1C
0	3	51	0	112512	112512	2	1	F	F	L2_B01_S1_C7_M0
0	3	51	-1	112512	112512	2	2	F	F	L2_B01_S1_C7_M1C
0	3	51	-2	112512	112512	2	3	F	F	L2_B01_S1_C7_M2C
0	3	51	-3	112512	112512	3	0	F	F	L2_B01_S1_C7_M3C
0	3	51	-4	112512	112512	3	1	F	F	L2_B01_S1_C7_M4C
0	3	51	-5	112512	112512	3	2	F	F	L2_B01_S1_C7_M5C
0	3	51	-6	112512	112512	3	3	F	F	L2_B01_S1_C7_M6C
0	3	2	-6	112512	112512	4	1	F	F	L2_B02_S2_C6_M6C
0	3	2	-5	112512	112512	4	2	F	F	L2_B02_S2_C6_M5C
0	3	2	-4	112512	112512	4	3	F	F	L2_B02_S2_C6_M4C
0	3	2	-3	112512	112512	5	0	F	F	L2_B02_S2_C6_M3C
0	3	2	-2	112512	112512	5	1	F	F	L2_B02_S2_C6_M2C
0	3	2	-1	112512	112512	5	2	F	F	L2_B02_S2_C6_M1C
0	3	1	0	112512	112512	6	1	4	2	L2_B02_S1_C7_M0
0	3	1	-1	112512	112512	6	2	5	0	L2_B02_S1_C7_M1C
0	3	1	-2	112512	112512	6	3	5	2	L2_B02_S1_C7_M2C
0	3	1	-3	112512	112512	7	0	6	0	L2_B02_S1_C7_M3C
0	3	1	-4	112512	112512	7	1	6	2	L2_B02_S1_C7_M4C
0	3	1	-5	112512	112512	7	2	7	0	L2_B02_S1_C7_M5C
0	3	1	-6	112512	112512	7	3	7	2	L2_B02_S1_C7_M6C
0	3	6	0	112514	112514	0	1	0	2	L2_B04_S2_A7_M0
0	3	6	1	112514	112514	0	2	1	0	L2_B04_S2_A7_M1A
0	3	6	2	112514	112514	0	3	1	2	L2_B04_S2_A7_M2A
0	3	6	3	112514	112514	1	0	2	0	L2_B04_S2_A7_M3A
0	3	6	4	112514	112514	1	1	2	2	L2_B04_S2_A7_M4A
0	3	6	5	112514	112514	1	2	3	0	L2_B04_S2_A7_M5A
0	3	6	6	112514	112514	1	3	3	2	L2_B04_S2_A7_M6A
0	3	5	6	112514	112514	2	1	F	F	L2_B04_S1_A6_M6A
0	3	5	5	112514	112514	2	2	F	F	L2_B04_S1_A6_M5A
0	3	5	4	112514	112514	2	3	F	F	L2_B04_S1_A6_M4A
0	3	5	3	112514	112514	3	0	F	F	L2_B04_S1_A6_M3A
0	3	5	2	112514	112514	3	1	F	F	L2_B04_S1_A6_M2A
0	3	5	1	112514	112514	3	2	F	F	L2_B04_S1_A6_M1A
0	3	4	0	112514	112514	4	1	F	F	L2_B03_S2_A7_M0
0	3	4	1	112514	112514	4	2	F	F	L2_B03_S2_A7_M1A
0	3	4	2	112514	112514	4	3	F	F	L2_B03_S2_A7_M2A
0	3	4	3	112514	112514	5	0	F	F	L2_B03_S2_A7_M3A
0	3	4	4	112514	112514	5	1	F	F	L2_B03_S2_A7_M4A
0	3	4	5	112514	112514	5	2	F	F	L2_B03_S2_A7_M5A
0	3	4	6	112514	112514	5	3	F	F	L2_B03_S2_A7_M6A
0	3	3	6	112514	112514	6	1	4	2	L2_B03_S1_A6_M6A
0	3	3	5	112514	112514	6	2	5	0	L2_B03_S1_A6_M5A
0	3	3	4	112514	112514	6	3	5	2	L2_B03_S1_A6_M4A
0	3	3	3	112514	112514	7	0	6	0	L2_B03_S1_A6_M3A
0	3	3	2	112514	112514	7	1	6	2	L2_B03_S1_A6_M2A
0	3	3	1	112514	112514	7	2	7	0	L2_B03_S1_A6_M1A
0	3	6	-6	112515	112515	0	1	0	2	L2_B04_S2_C6_M6C
0	3	6	-5	112515	112515	0	2	1	0	L2_B04_S2_C6_M5C
0	3	6	-4	112515	112515	0	3	1	2	L2_B04_S2_C6_M4C
0	3	6	-3	112515	112515	1	0	2	0	L2_B04_S2_C6_M3C
0	3	6	-2	112515	112515	1	1	2	2	L2_B04_S2_C6_M2C
0	3	6	-1	112515	112515	1	2	3	0	L2_B04_S2_C6_M1C
0	3	5	0	112515	112515	2	1	F	F	L2_B04_S1_C7_M0
0	3	5	-1	112515	112515	2	2	F	F	L2_B04_S1_C7_M1C
0	3	5	-2	112515	112515	2	3	F	F	L2_B04_S1_C7_M2C
0	3	5	-3	112515	112515	3	0	F	F	L2_B04_S1_C7_M3C
0	3	5	-4	112515	112515	3	1	F	F	L2_B04_S1_C7_M4C
0	3	5	-5	112515	112515	3	2	F	F	L2_B04_S1_C7_M5C
0	3	5	-6	112515	112515	3	3	F	F	L2_B04_S1_C7_M6C
0	3	4	-6	112515	112515	4	1	F	F	L2_B03_S2_C6_M6C
0	3	4	-5	112515	112515	4	2	F	F	L2_B03_S2_C6_M5C
0	3	4	-4	112515	112515	4	3	F	F	L2_B03_S2_C6_M4C
0	3	4	-3	112515	112515	5	0	F	F	L2_B03_S2_C6_M3C
0	3	4	-2	112515	112515	5	1	F	F	L2_B03_S2_C6_M2C
0	3	4	-1	112515	112515	5	2	F	F	L2_B03_S2_C6_M1C
0	3	3	0	112515	112515	6	1	4	2	L2_B03_S1_C7_M0
0	3	3	-1	112515	112515	6	2	5	0	L2_B03_S1_C7_M1C
0	3	3	-2	112515	112515	6	3	5	2	L2_B03_S1_C7_M2C
0	3	3	-3	112515	112515	7	0	6	0	L2_B03_S1_C7_M3C
0	3	3	-4	112515	112515	7	1	6	2	L2_B03_S1_C7_M4C
0	3	3	-5	112515	112515	7	2	7	0	L2_B03_S1_C7_M5C
0	3	3	-6	112515	112515	7	3	7	2	L2_B03_S1_C7_M6C
0	3	10	0	112516	112516	0	1	0	2	L2_B06_S2_A7_M0
0	3	10	1	112516	112516	0	2	1	0	L2_B06_S2_A7_M1A
0	3	10	2	112516	112516	0	3	1	2	L2_B06_S2_A7_M2A
0	3	10	3	112516	112516	1	0	2	0	L2_B06_S2_A7_M3A
0	3	10	4	112516	112516	1	1	2	2	L2_B06_S2_A7_M4A
0	3	10	5	112516	112516	1	2	3	0	L2_B06_S2_A7_M5A
0	3	10	6	112516	112516	1	3	3	2	L2_B06_S2_A7_M6A
0	3	9	6	112516	112516	2	1	F	F	L2_B06_S1_A6_M6A
0	3	9	5	112516	112516	2	2	F	F	L2_B06_S1_A6_M5A
0	3	9	4	112516	112516	2	3	F	F	L2_B06_S1_A6_M4A
0	3	9	3	112516	112516	3	0	F	F	L2_B06_S1_A6_M3A
0	3	9	2	112516	112516	3	1	F	F	L2_B06_S1_A6_M2A
0	3	9	1	112516	112516	3	2	F	F	L2_B06_S1_A6_M1A
0	3	8	0	112516	112516	4	1	F	F	L2_B05_S2_A7_M0
0	3	8	1	112516	112516	4	2	F	F	L2_B05_S2_A7_M1A
0	3	8	2	112516	112516	4	3	F	F	L2_B05_S2_A7_M2A
0	3	8	3	112516	112516	5	0	F	F	L2_B05_S2_A7_M3A
0	3	8	4	112516	112516	5	1	F	F	L2_B05_S2_A7_M4A
0	3	8	5	112516	112516	5	2	F	F	L2_B05_S2_A7_M5A
0	3	8	6	112516	112516	5	3	F	F	L2_B05_S2_A7_M6A
0	3	7	6	112516	112516	6	1	4	2	L2_B05_S1_A6_M6A
0	3	7	5	112516	112516	6	2	5	0	L2_B05_S1_A6_M5A
0	3	7	4	112516	112516	6	3	5	2	L2_B05_S1_A6_M4A
0	3	7	3	112516	112516	7	0	6	0	L2_B05_S1_A6_M3A
0	3	7	2	112516	112516	7	1	6	2	L2_B05_S1_A6_M2A
0	3	7	1	112516	112516	7	2	7	0	L2_B05_S1_A6_M1A
0	3	10	-6	112517	112517	0	1	0	2	L2_B06_S2_C6_M6C
0	3	10	-5	112517	112517	0	2	1	0	L2_B06_S2_C6_M5C
0	3	10	-4	112517	112517	0	3	1	2	L2_B06_S2_C6_M4C
0	3	10	-3	112517	112517	1	0	2	0	L2_B06_S2_C6_M3C
0	3	10	-2	112517	112517	1	1	2	2	L2_B06_S2_C6_M2C
0	3	10	-1	112517	112517	1	2	3	0	L2_B06_S2_C6_M1C
0	3	9	0	112517	112517	2	1	F	F	L2_B06_S1_C7_M0
0	3	9	-1	112517	112517	2	2	F	F	L2_B06_S1_C7_M1C
0	3	9	-2	112517	112517	2	3	F	F	L2_B06_S1_C7_M2C
0	3	9	-3	112517	112517	3	0	F	F	L2_B06_S1_C7_M3C
0	3	9	-4	112517	112517	3	1	F	F	L2_B06_S1_C7_M4C
0	3	9	-5	112517	112517	3	2	F	F	L2_B06_S1_C7_M5C
0	3	9	-6	112517	112517	3	3	F	F	L2_B06_S1_C7_M6C
0	3	8	-6	112517	112517	4	1	F	F	L2_B05_S2_C6_M6C
0	3	8	-5	112517	112517	4	2	F	F	L2_B05_S2_C6_M5C
0	3	8	-4	112517	112517	4	3	F	F	L2_B05_S2_C6_M4C
0	3	8	-3	112517	112517	5	0	F	F	L2_B05_S2_C6_M3C
0	3	8	-2	112517	112517	5	1	F	F	L2_B05_S2_C6_M2C
0	3	8	-1	112517	112517	5	2	F	F	L2_B05_S2_C6_M1C
0	3	7	0	112517	112517	6	1	4	2	L2_B05_S1_C7_M0
0	3	7	-1	112517	112517	6	2	5	0	L2_B05_S1_C7_M1C
0	3	7	-2	112517	112517	6	3	5	2	L2_B05_S1_C7_M2C
0	3	7	-3	112517	112517	7	0	6	0	L2_B05_S1_C7_M3C
0	3	7	-4	112517	112517	7	1	6	2	L2_B05_S1_C7_M4C
0	3	7	-5	112517	112517	7	2	7	0	L2_B05_S1_C7_M5C
0	3	7	-6	112517	112517	7	3	7	2	L2_B05_S1_C7_M6C
0	3	14	0	112518	112518	0	1	0	2	L2_B08_S2_A7_M0
0	3	14	1	112518	112518	0	2	1	0	L2_B08_S2_A7_M1A
0	3	14	2	112518	112518	0	3	1	2	L2_B08_S2_A7_M2A
0	3	14	3	112518	112518	1	0	2	0	L2_B08_S2_A7_M3A
0	3	14	4	112518	112518	1	1	2	2	L2_B08_S2_A7_M4A
0	3	14	5	112518	112518	1	2	3	0	L2_B08_S2_A7_M5A
0	3	14	6	112518	112518	1	3	3	2	L2_B08_S2_A7_M6A
0	3	13	6	112518	112518	2	1	F	F	L2_B08_S1_A6_M6A
0	3	13	5	112518	112518	2	2	F	F	L2_B08_S1_A6_M5A
0	3	13	4	112518	112518	2	3	F	F	L2_B08_S1_A6_M4A
0	3	13	3	112518	112518	3	0	F	F	L2_B08_S1_A6_M3A
0	3	13	2	112518	112518	3	1	F	F	L2_B08_S1_A6_M2A
0	3	13	1	112518	112518	3	2	F	F	L2_B08_S1_A6_M1A
0	3	12	0	112518	112518	4	1	F	F	L2_B07_S2_A7_M0
0	3	12	1	112518	112518	4	2	F	F	L2_B07_S2_A7_M1A
0	3	12	2	112518	112518	4	3	F	F	L2_B07_S2_A7_M2A
0	3	12	3	112518	112518	5	0	F	F	L2_B07_S2_A7_M3A
0	3	12	4	112518	112518	5	1	F	F	L2_B07_S2_A7_M4A
0	3	12	5	112518	112518	5	2	F	F	L2_B07_S2_A7_M5A
0	3	12	6	112518	112518	5	3	F	F	L2_B07_S2_A7_M6A
0	3	11	6	112518	112518	6	1	4	2	L2_B07_S1_A6_M6A
0	3	11	5	112518	112518	6	2	5	0	L2_B07_S1_A6_M5A
0	3	11	4	112518	112518	6	3	5	2	L2_B07_S1_A6_M4A
0	3	11	3	112518	112518	7	0	6	0	L2_B07_S1_A6_M3A
0	3	11	2	112518	112518	7	1	6	2	L2_B07_S1_A6_M2A
0	3	11	1	112518	112518	7	2	7	0	L2_B07_S1_A6_M1A
0	3	14	-6	112519	112519	0	1	0	2	L2_B08_S2_C6_M6C
0	3	14	-5	112519	112519	0	2	1	0	L2_B08_S2_C6_M5C
0	3	14	-4	112519	112519	0	3	1	2	L2_B08_S2_C6_M4C
0	3	14	-3	112519	112519	1	0	2	0	L2_B08_S2_C6_M3C
0	3	14	-2	112519	112519	1	1	2	2	L2_B08_S2_C6_M2C
0	3	14	-1	112519	112519	1	2	3	0	L2_B08_S2_C6_M1C
0	3	13	0	112519	112519	2	1	F	F	L2_B08_S1_C7_M0
0	3	13	-1	112519	112519	2	2	F	F	L2_B08_S1_C7_M1C
0	3	13	-2	112519	112519	2	3	F	F	L2_B08_S1_C7_M2C
0	3	13	-3	112519	112519	3	0	F	F	L2_B08_S1_C7_M3C
0	3	13	-4	112519	112519	3	1	F	F	L2_B08_S1_C7_M4C
0	3	13	-5	112519	112519	3	2	F	F	L2_B08_S1_C7_M5C
0	3	13	-6	112519	112519	3	3	F	F	L2_B08_S1_C7_M6C
0	3	12	-6	112519	112519	4	1	F	F	L2_B07_S2_C6_M6C
0	3	12	-5	112519	112519	4	2	F	F	L2_B07_S2_C6_M5C
0	3	12	-4	112519	112519	4	3	F	F	L2_B07_S2_C6_M4C
0	3	12	-3	112519	112519	5	0	F	F	L2_B07_S2_C6_M3C
0	3	12	-2	112519	112519	5	1	F	F	L2_B07_S2_C6_M2C
0	3	12	-1	112519	112519	5	2	F	F	L2_B07_S2_C6_M1C
0	3	11	0	112519	112519	6	1	4	2	L2_B07_S1_C7_M0
0	3	11	-1	112519	112519	6	2	5	0	L2_B07_S1_C7_M1C
0	3	11	-2	112519	112519	6	3	5	2	L2_B07_S1_C7_M2C
0	3	11	-3	112519	112519	7	0	6	0	L2_B07_S1_C7_M3C
0	3	11	-4	112519	112519	7	1	6	2	L2_B07_S1_C7_M4C
0	3	11	-5	112519	112519	7	2	7	0	L2_B07_S1_C7_M5C
0	3	11	-6	112519	112519	7	3	7	2	L2_B07_S1_C7_M6C
0	3	18	0	112520	112520	0	1	0	2	L2_B10_S2_A7_M0
0	3	18	1	112520	112520	0	2	1	0	L2_B10_S2_A7_M1A
0	3	18	2	112520	112520	0	3	1	2	L2_B10_S2_A7_M2A
0	3	18	3	112520	112520	1	0	2	0	L2_B10_S2_A7_M3A
0	3	18	4	112520	112520	1	1	2	2	L2_B10_S2_A7_M4A
0	3	18	5	112520	112520	1	2	3	0	L2_B10_S2_A7_M5A
0	3	18	6	112520	112520	1	3	3	2	L2_B10_S2_A7_M6A
0	3	17	6	112520	112520	2	1	F	F	L2_B10_S1_A6_M6A
0	3	17	5	112520	112520	2	2	F	F	L2_B10_S1_A6_M5A
0	3	17	4	112520	112520	2	3	F	F	L2_B10_S1_A6_M4A
0	3	17	3	112520	112520	3	0	F	F	L2_B10_S1_A6_M3A
0	3	17	2	112520	112520	3	1	F	F	L2_B10_S1_A6_M2A
0	3	17	1	112520	112520	3	2	F	F	L2_B10_S1_A6_M1A
0	3	16	0	112520	112520	4	1	F	F	L2_B09_S2_A7_M0
0	3	16	1	112520	112520	4	2	F	F	L2_B09_S2_A7_M1A
0	3	16	2	112520	112520	4	3	F	F	L2_B09_S2_A7_M2A
0	3	16	3	112520	112520	5	0	F	F	L2_B09_S2_A7_M3A
0	3	16	4	112520	112520	5	1	F	F	L2_B09_S2_A7_M4A
0	3	16	5	112520	112520	5	2	F	F	L2_B09_S2_A7_M5A
0	3	16	6	112520	112520	5	3	F	F	L2_B09_S2_A7_M6A
0	3	15	6	112520	112520	6	1	4	2	L2_B09_S1_A6_M6A
0	3	15	5	112520	112520	6	2	5	0	L2_B09_S1_A6_M5A
0	3	15	4	112520	112520	6	3	5	2	L2_B09_S1_A6_M4A
0	3	15	3	112520	112520	7	0	6	0	L2_B09_S1_A6_M3A
0	3	15	2	112520	112520	7	1	6	2	L2_B09_S1_A6_M2A
0	3	15	1	112520	112520	7	2	7	0	L2_B09_S1_A6_M1A
0	3	18	-6	112521	112521	0	1	0	2	L2_B10_S2_C6_M6C
0	3	18	-5	112521	112521	0	2	1	0	L2_B10_S2_C6_M5C
0	3	18	-4	112521	112521	0	3	1	2	L2_B10_S2_C6_M4C
0	3	18	-3	112521	112521	1	0	2	0	L2_B10_S2_C6_M3C
0	3	18	-2	112521	112521	1	1	2	2	L2_B10_S2_C6_M2C
0	3	18	-1	112521	112521	1	2	3	0	L2_B10_S2_C6_M1C
0	3	17	0	112521	112521	2	1	F	F	L2_B10_S1_C7_M0
0	3	17	-1	112521	112521	2	2	F	F	L2_B10_S1_C7_M1C
0	3	17	-2	112521	112521	2	3	F	F	L2_B10_S1_C7_M2C
0	3	17	-3	112521	112521	3	0	F	F	L2_B10_S1_C7_M3C
0	3	17	-4	112521	112521	3	1	F	F	L2_B10_S1_C7_M4C
0	3	17	-5	112521	112521	3	2	F	F	L2_B10_S1_C7_M5C
0	3	17	-6	112521	112521	3	3	F	F	L2_B10_S1_C7_M6C
0	3	16	-6	112521	112521	4	1	F	F	L2_B09_S2_C6_M6C
0	3	16	-5	112521	112521	4	2	F	F	L2_B09_S2_C6_M5C
0	3	16	-4	112521	112521	4	3	F	F	L2_B09_S2_C6_M4C
0	3	16	-3	112521	112521	5	0	F	F	L2_B09_S2_C6_M3C
0	3	16	-2	112521	112521	5	1	F	F	L2_B09_S2_C6_M2C
0	3	16	-1	112521	112521	5	2	F	F	L2_B09_S2_C6_M1C
0	3	15	0	112521	112521	6	1	4	2	L2_B09_S1_C7_M0
0	3	15	-1	112521	112521	6	2	5	0	L2_B09_S1_C7_M1C
0	3	15	-2	112521	112521	6	3	5	2	L2_B09_S1_C7_M2C
0	3	15	-3	112521	112521	7	0	6	0	L2_B09_S1_C7_M3C
0	3	15	-4	112521	112521	7	1	6	2	L2_B09_S1_C7_M4C
0	3	15	-5	112521	112521	7	2	7	0	L2_B09_S1_C7_M5C
0	3	15	-6	112521	112521	7	3	7	2	L2_B09_S1_C7_M6C
0	2	0	1	111705	111705	0	2	1	0	L1_B01_S1_A6_M1A
0	2	0	2	111705	111705	0	3	1	2	L1_B01_S1_A6_M2A
0	2	0	3	111705	111705	1	0	2	0	L1_B01_S1_A6_M3A
0	2	0	4	111705	111705	1	1	2	2	L1_B01_S1_A6_M4A
0	2	0	5	111705	111705	1	2	3	0	L1_B01_S1_A6_M5A
0	2	0	6	111705	111705	1	3	3	2	L1_B01_S1_A6_M6A
0	2	1	0	111705	111705	6	1	4	2	L1_B01_S2_A7_M0
0	2	1	1	111705	111705	6	2	5	0	L1_B01_S2_A7_M1A
0	2	1	2	111705	111705	6	3	5	2	L1_B01_S2_A7_M2A
0	2	1	3	111705	111705	7	0	6	0	L1_B01_S2_A7_M3A
0	2	1	4	111705	111705	7	1	6	2	L1_B01_S2_A7_M4A
0	2	1	5	111705	111705	7	2	7	0	L1_B01_S2_A7_M5A
0	2	1	6	111705	111705	7	3	7	2	L1_B01_S2_A7_M6A
0	2	0	0	111706	111706	0	1	0	2	L1_B01_S1_C7_M0
0	2	0	-1	111706	111706	0	2	1	0	L1_B01_S1_C7_M1C
0	2	0	-2	111706	111706	0	3	1	2	L1_B01_S1_C7_M2C
0	2	0	-3	111706	111706	1	0	2	0	L1_B01_S1_C7_M3C
0	2	0	-4	111706	111706	1	1	2	2	L1_B01_S1_C7_M4C
0	2	0	-5	111706	111706	1	2	3	0	L1_B01_S1_C7_M5C
0	2	0	-6	111706	111706	1	3	3	2	L1_B01_S1_C7_M6C
0	2	1	-1	111706	111706	6	2	5	0	L1_B01_S2_C6_M1C
0	2	1	-2	111706	111706	6	3	5	2	L1_B01_S2_C6_M2C
0	2	1	-3	111706	111706	7	0	6	0	L1_B01_S2_C6_M3C
0	2	1	-4	111706	111706	7	1	6	2	L1_B01_S2_C6_M4C
0	2	1	-5	111706	111706	7	2	7	0	L1_B01_S2_C6_M5C
0	2	1	-6	111706	111706	7	3	7	2	L1_B01_S2_C6_M6C
0	2	8	1	111707	111707	0	2	1	0	L1_B05_S1_A6_M1A
0	2	8	2	111707	111707	0	3	1	2	L1_B05_S1_A6_M2A
0	2	8	3	111707	111707	1	0	2	0	L1_B05_S1_A6_M3A
0	2	8	4	111707	111707	1	1	2	2	L1_B05_S1_A6_M4A
0	2	8	5	111707	111707	1	2	3	0	L1_B05_S1_A6_M5A
0	2	8	6	111707	111707	1	3	3	2	L1_B05_S1_A6_M6A
0	2	9	0	111707	111707	6	1	4	2	L1_B05_S2_A7_M0
0	2	9	1	111707	111707	6	2	5	0	L1_B05_S2_A7_M1A
0	2	9	2	111707	111707	6	3	5	2	L1_B05_S2_A7_M2A
0	2	9	3	111707	111707	7	0	6	0	L1_B05_S2_A7_M3A
0	2	9	4	111707	111707	7	1	6	2	L1_B05_S2_A7_M4A
0	2	9	5	111707	111707	7	2	7	0	L1_B05_S2_A7_M5A
0	2	9	6	111707	111707	7	3	7	2	L1_B05_S2_A7_M6A
0	2	8	0	111708	111708	0	1	0	2	L1_B05_S1_C7_M0
0	2	8	-1	111708	111708	0	2	1	0	L1_B05_S1_C7_M1C
0	2	8	-2	111708	111708	0	3	1	2	L1_B05_S1_C7_M2C
0	2	8	-3	111708	111708	1	0	2	0	L1_B05_S1_C7_M3C
0	2	8	-4	111708	111708	1	1	2	2	L1_B05_S1_C7_M4C
0	2	8	-5	111708	111708	1	2	3	0	L1_B05_S1_C7_M5C
0	2	8	-6	111708	111708	1	3	3	2	L1_B05_S1_C7_M6C
0	2	9	-1	111708	111708	6	2	5	0	L1_B05_S2_C6_M1C
0	2	9	-2	111708	111708	6	3	5	2	L1_B05_S2_C6_M2C
0	2	9	-3	111708	111708	7	0	6	0	L1_B05_S2_C6_M3C
0	2	9	-4	111708	111708	7	1	6	2	L1_B05_S2_C6_M4C
0	2	9	-5	111708	111708	7	2	7	0	L1_B05_S2_C6_M5C
0	2	9	-6	111708	111708	7	3	7	2	L1_B05_S2_C6_M6C
0	2	10	1	111709	111709	0	2	1	0	L1_B06_S1_A6_M1A
0	2	10	2	111709	111709	0	3	1	2	L1_B06_S1_A6_M2A
0	2	10	3	111709	111709	1	0	2	0	L1_B06_S1_A6_M3A
0	2	10	4	111709	111709	1	1	2	2	L1_B06_S1_A6_M4A
0	2	10	5	111709	111709	1	2	3	0	L1_B06_S1_A6_M5A
0	2	10	6	111709	111709	1	3	3	2	L1_B06_S1_A6_M6A
0	2	11	0	111709	111709	6	1	4	2	L1_B06_S2_A7_M0
0	2	11	1	111709	111709	6	2	5	0	L1_B06_S2_A7_M1A
0	2	11	2	111709	111709	6	3	5	2	L1_B06_S2_A7_M2A
0	2	11	3	111709	111709	7	0	6	0	L1_B06_S2_A7_M3A
0	2	11	4	111709	111709	7	1	6	2	L1_B06_S2_A7_M4A
0	2	11	5	111709	111709	7	2	7	0	L1_B06_S2_A7_M5A
0	2	11	6	111709	111709	7	3	7	2	L1_B06_S2_A7_M6A
0	2	10	0	111710	111710	0	1	0	2	L1_B06_S1_C7_M0
0	2	10	-1	111710	111710	0	2	1	0	L1_B06_S1_C7_M1C
0	2	10	-2	111710	111710	0	3	1	2	L1_B06_S1_C7_M2C
0	2	10	-3	111710	111710	1	0	2	0	L1_B06_S1_C7_M3C
0	2	10	-4	111710	111710	1	1	2	2	L1_B06_S1_C7_M4C
0	2	10	-5	111710	111710	1	2	3	0	L1_B06_S1_C7_M5C
0	2	10	-6	111710	111710	1	3	3	2	L1_B06_S1_C7_M6C
0	2	11	-1	111710	111710	6	2	5	0	L1_B06_S2_C6_M1C
0	2	11	-2	111710	111710	6	3	5	2	L1_B06_S2_C6_M2C
0	2	11	-3	111710	111710	7	0	6	0	L1_B06_S2_C6_M3C
0	2	11	-4	111710	111710	7	1	6	2	L1_B06_S2_C6_M4C
0	2	11	-5	111710	111710	7	2	7	0	L1_B06_S2_C6_M5C
0	2	11	-6	111710	111710	7	3	7	2	L1_B06_S2_C6_M6C
0	2	12	1	111711	111711	0	2	1	0	L1_B07_S1_A6_M1A
0	2	12	2	111711	111711	0	3	1	2	L1_B07_S1_A6_M2A
0	2	12	3	111711	111711	1	0	2	0	L1_B07_S1_A6_M3A
0	2	12	4	111711	111711	1	1	2	2	L1_B07_S1_A6_M4A
0	2	12	5	111711	111711	1	2	3	0	L1_B07_S1_A6_M5A
0	2	12	6	111711	111711	1	3	3	2	L1_B07_S1_A6_M6A
0	2	7	0	111711	111711	6	1	4	2	L1_B04_S2_A7_M0
0	2	7	1	111711	111711	6	2	5	0	L1_B04_S2_A7_M1A
0	2	7	2	111711	111711	6	3	5	2	L1_B04_S2_A7_M2A
0	2	7	3	111711	111711	7	0	6	0	L1_B04_S2_A7_M3A
0	2	7	4	111711	111711	7	1	6	2	L1_B04_S2_A7_M4A
0	2	7	5	111711	111711	7	2	7	0	L1_B04_S2_A7_M5A
0	2	7	6	111711	111711	7	3	7	2	L1_B04_S2_A7_M6A
0	2	12	0	111712	111712	0	1	0	2	L1_B07_S1_C7_M0
0	2	12	-1	111712	111712	0	2	1	0	L1_B07_S1_C7_M1C
0	2	12	-2	111712	111712	0	3	1	2	L1_B07_S1_C7_M2C
0	2	12	-3	111712	111712	1	0	2	0	L1_B07_S1_C7_M3C
0	2	12	-4	111712	111712	1	1	2	2	L1_B07_S1_C7_M4C
0	2	12	-5	111712	111712	1	2	3	0	L1_B07_S1_C7_M5C
0	2	12	-6	111712	111712	1	3	3	2	L1_B07_S1_C7_M6C
0	2	7	-1	111712	111712	6	2	5	0	L1_B04_S2_C6_M1C
0	2	7	-2	111712	111712	6	3	5	2	L1_B04_S2_C6_M2C
0	2	7	-3	111712	111712	7	0	6	0	L1_B04_S2_C6_M3C
0	2	7	-4	111712	111712	7	1	6	2	L1_B04_S2_C6_M4C
