"Bin"	"Time"	"Fcal 1"	"Fcal2"	"Fcal3"			
	"Med"	"High"	"Med"	"High"	"Med"	"High"	
1	.144	.00000	.00000	.00000	.00000	.00000	.00000
2	.432	.00000	.00000	.00000	.00000	.00000	.00000
3	.720	.00000	.00000	.00000	.00000	.00000	.00000
4	1.008	.00000	.00000	.00000	.00000	.00000	.00000
5	1.296	.00000	.00000	.00000	.00000	.00000	.00000
6	1.584	.00000	.00000	.00000	.00000	.00000	.00000
7	1.872	.00000	.00000	.00000	.00000	.00000	.00000
8	2.160	.00000	.00000	.00000	.00000	.00000	.00000
9	2.448	.00000	.00000	.00000	.00000	.00000	.00000
10	2.736	.00000	.00000	.00000	.00000	.00000	.00000
11	3.024	.00000	.00000	.00000	.00000	.00000	.00000
12	3.312	.00000	.00000	.00000	.00000	.00000	.00000
13	3.600	.00000	.00000	.00000	.00000	.00000	.00000
14	3.888	.00000	.00000	.00000	.00000	.00000	.00000
15	4.176	.00000	.00000	.00000	.00000	.00000	.00000
16	4.464	.00000	.00000	.00000	.00000	.00000	.00000
17	4.752	.00000	.00000	.00000	.00000	.00000	.00000
18	5.040	.00000	.00000	.00000	.00000	.00000	.00000
19	5.328	.00000	.00000	.00000	.00000	.00000	.00000
20	5.616	.00000	.00000	.00000	.00000	.00000	.00000
21	5.904	.00000	.00000	.00000	.00000	.00000	.00000
22	6.192	.00000	.00000	.00000	.00000	.00000	.00000
23	6.480	.00000	.00000	.00000	.00000	.00000	.00000
24	6.768	.00000	.00000	.00000	.00000	.00000	.00000
25	7.056	.00000	.00000	.00000	.00000	.00000	.00000
26	7.344	.00000	.00000	.00000	.00000	.00000	.00000
27	7.632	.00000	.00000	.00000	.00000	.00000	.00000
28	7.920	.00000	.00000	.00000	.00000	.00000	.00000
29	8.208	.00000	.00000	.00000	.00000	.00000	.00000
30	8.496	.00000	.00000	.00000	.00000	.00000	.00000
31	8.784	.00000	.00000	.00000	.00000	.00000	.00000
32	9.072	.00000	.00000	.00000	.00000	.00000	.00000
33	9.360	.00000	.00000	.00000	.00000	.00000	.00000
34	9.648	.00000	.00000	.00000	-.00014	.00000	.00000
35	9.936	.00000	.00000	.00000	-.00012	.00000	.00000
36	10.224	.00000	.00000	.00000	-.00015	.00000	.00000
37	10.512	.00000	.00000	-.00314	-.00015	.00000	.00000
38	10.800	.00000	.00000	.00000	-.00016	.00000	.00000
39	11.088	.00000	.00000	.00000	-.00016	.00000	.00000
40	11.376	.00000	.00000	.00000	-.00012	.00000	.00000
41	11.664	.00000	.00000	.00191	-.00020	.00000	.00000
42	11.952	.00000	.00261	.00152	-.00023	.00000	.00000
43	12.240	.00000	.00157	.00140	-.00024	.00000	-.00154
44	12.528	.00000	.00085	.00152	-.00026	.00000	-.00090
45	12.816	.00000	.00023	.00118	-.00012	.00000	-.00031
46	13.104	.00000	.00001	.00139	-.00008	.00000	-.00011
47	13.392	.00000	-.00041	.00120	-.00001	.00000	-.00008
48	13.680	-.00057	-.00033	.00065	-.00003	.00000	.00012
49	13.968	.00007	-.00044	.00048	.00003	.00000	.00020
50	14.256	.00061	-.00054	.00038	.00004	.00000	.00016
51	14.544	.00069	-.00062	.00016	.00009	.00000	.00021
52	14.832	.00044	-.00040	.00002	.00009	.00000	.00012
53	15.120	.00031	-.00008	-.00030	.00014	.00000	.00000
54	15.408	.00042	-.00012	-.00031	.00012	.00000	.00015
55	15.696	-.00002	.00005	-.00045	.00011	.00212	.00009
56	15.984	-.00046	.00017	-.00035	.00005	-.00337	.00013
57	16.272	-.00083	.00018	-.00016	-.00003	-.00706	.00007
58	16.560	-.00081	.00024	-.00010	-.00003	.00179	-.00007
59	16.848	-.00079	.00025	-.00004	-.00002	.00464	-.00010
60	17.136	-.00058	.00021	.00020	-.00007	.00000	-.00001
61	17.424	-.00027	.00014	.00051	-.00013	.00000	.00000
62	17.712	-.00005	.00017	.00040	-.00012	.00198	-.00012
63	18.000	.00041	.00005	.00024	-.00021	-.00091	-.00003
64	18.288	.00042	-.00005	.00021	-.00011	.00000	.00001
65	18.576	.00044	.00003	.00022	-.00013	-.00339	-.00005
66	18.864	.00048	-.00025	.00031	-.00018	-.00116	-.00004
67	19.152	.00066	-.00037	.00022	-.00021	.00018	-.00004
68	19.440	.00031	-.00044	.00036	-.00018	.00126	-.00008
69	19.728	.00035	-.00059	.00028	-.00018	.00194	-.00005
70	20.016	.00046	-.00061	.00035	-.00008	.00228	-.00002
71	20.304	.00048	-.00060	.00031	-.00003	.00302	.00002
72	20.592	.00062	-.00056	.00031	.00007	.00209	-.00008
73	20.880	.00043	-.00045	.00017	.00010	.00129	-.00006
74	21.168	.00051	-.00049	-.00002	.00006	.00060	-.00026
75	21.456	.00074	-.00036	-.00003	.00011	.00003	-.00035
76	21.744	.00055	-.00036	-.00004	.00006	-.00012	-.00032
77	22.032	.00007	-.00029	-.00002	.00004	-.00070	-.00027
78	22.320	-.00018	.00002	-.00006	.00006	-.00158	-.00007
79	22.608	-.00024	.00014	-.00007	.00003	-.00149	.00000
80	22.896	-.00037	.00011	-.00026	.00003	-.00224	.00007
81	23.184	-.00011	-.00005	-.00035	-.00002	-.00136	-.00005
82	23.472	.00002	-.00001	-.00024	-.00004	-.00063	-.00029
83	23.760	-.00005	-.00010	-.00025	-.00002	-.00002	-.00021
84	24.048	-.00012	-.00026	-.00002	-.00009	.00046	.00001
85	24.336	-.00026	-.00030	-.00014	-.00008	.00084	.00001
86	24.624	-.00009	-.00022	-.00010	-.00005	.00112	.00008
87	24.912	-.00002	-.00029	-.00016	-.00001	.00132	.00001
88	25.200	-.00013	-.00030	-.00019	-.00006	.00185	-.00001
89	25.488	-.00016	-.00034	-.00006	-.00010	.00093	-.00003
90	25.776	.00016	-.00053	-.00020	-.00011	.00128	-.00003
91	26.064	.00050	-.00054	-.00046	-.00012	.00150	-.00001
92	26.352	.00091	-.00041	-.00042	-.00010	.00122	-.00001
93	26.640	.00089	-.00038	-.00013	-.00004	.00090	.00003
94	26.928	.00073	-.00037	-.00019	-.00003	.00064	.00017
95	27.216	.00023	-.00027	-.00014	-.00006	.00160	.00004
96	27.504	-.00011	-.00041	-.00026	-.00004	.00246	.00011
97	27.792	.00005	-.00028	-.00003	-.00004	.00257	.00010
98	28.080	-.00021	-.00021	.00014	-.00002	.00250	.00009
99	28.368	-.00015	-.00013	-.00018	.00006	.00227	.00012
100	28.656	-.00032	-.00022	-.00030	.00001	.00192	.00006
101	28.944	-.00030	-.00024	-.00040	-.00001	.00147	.00001
102	29.232	-.00030	-.00043	-.00052	-.00004	.00096	-.00014
103	29.520	-.00029	-.00042	-.00036	-.00006	.00041	-.00027
104	29.808	-.00014	-.00043	-.00042	-.00004	-.00013	-.00021
105	30.096	-.00056	-.00040	-.00028	.00004	-.00064	-.00014
106	30.384	-.00073	-.00032	.00002	.00005	-.00110	-.00003
107	30.672	-.00042	-.00030	.00020	.00000	-.00146	-.00013
108	30.960	-.00003	-.00043	.00007	-.00003	-.00169	-.00025
109	31.248	-.00026	-.00035	.00038	-.00013	-.00178	-.00028
110	31.536	-.00009	-.00019	.00060	-.00014	-.00168	-.00023
111	31.824	.00017	.00002	.00041	-.00010	-.00136	-.00014
112	32.112	.00014	-.00001	.00029	-.00013	-.00079	-.00006
113	32.400	.00037	.00012	.00004	-.00019	.00005	-.00002
114	32.688	.00055	-.00003	.00020	-.00022	.00120	-.00003
115	32.976	.00054	-.00016	.00015	-.00018	.00270	-.00006
116	33.264	.00027	-.00019	.00018	-.00015	.00000	-.00003
117	33.552	.00006	-.00015	.00022	-.00017	.00161	-.00004
118	33.840	.00012	-.00011	.00006	-.00018	.00000	-.00003
119	34.128	-.00032	-.00032	.00010	-.00015	.00000	-.00016
120	34.416	-.00042	-.00033	.00025	-.00012	-.00151	.00006
121	34.704	-.00044	-.00020	-.00007	-.00017	-.00129	.00002
122	34.992	-.00038	.00007	.00010	-.00010	-.00462	.00000
123	35.280	-.00032	.00027	.00020	-.00007	.00000	-.00004
124	35.568	-.00018	.00036	.00035	-.00007	.00205	.00007
125	35.856	-.00034	.00019	.00023	.00001	.00554	.00019
126	36.144	-.00024	.00008	.00013	.00000	.00837	.00006
127	36.432	.00004	.00027	.00011	.00003	-.00131	.00016
128	36.720	.00001	.00039	-.00013	-.00002	.00045	.00015
129	37.008	.00000	.00029	.00007	.00001	-.00151	.00020
130	37.296	-.00040	-.00003	.00011	.00003	.00054	.00012
131	37.584	-.00040	.00001	-.00004	.00000	.00454	.00018
132	37.872	-.00082	.00016	.00008	-.00010	-.00111	.00020
133	38.160	-.00068	.00014	-.00017	-.00002	.00000	.00026
134	38.448	-.00078	-.00019	.00005	-.00001	.00000	.00019
135	38.736	-.00086	-.00023	.00008	-.00011	.00000	.00021
136	39.024	-.00060	-.00017	.00009	-.00016	.00000	.00015
137	39.312	-.00037	-.00019	.00007	-.00017	.00000	.00016
138	39.600	.00018	-.00007	-.00015	-.00019	.00212	.00004
139	39.888	.00006	-.00017	-.00007	-.00023	-.00141	.00017
140	40.176	.00014	-.00024	.00004	-.00015	-.00113	.00020
141	40.464	.00047	-.00015	.00028	-.00021	-.00284	.00019
142	40.752	.00058	.00002	.00063	-.00017	.00464	.00021
143	41.040	.00077	-.00001	.00043	-.00017	.00000	.00006
144	41.328	.00095	.00041	.00054	-.00019	.00000	-.00009
145	41.616	.00126	.00033	.00020	-.00011	-.00151	-.00022
146	41.904	.00098	.00008	.00014	-.00009	.00484	-.00015
147	42.192	.00034	-.00014	.00019	-.00009	.00313	-.00024
148	42.480	.00017	-.00026	.00023	-.00007	.00012	-.00030
149	42.768	-.00024	-.00032	.00013	-.00003	.00106	-.00016
150	43.056	-.00035	-.00038	.00029	-.00003	.00184	-.00019
151	43.344	-.00017	-.00048	.00048	-.00002	.00197	-.00010
152	43.632	-.00041	-.00030	.00030	-.00003	.00200	.00014
153	43.920	-.00035	-.00033	.00018	-.00002	.00192	.00012
154	44.208	-.00019	-.00010	.00009	-.00005	.00176	.00022
155	44.496	-.00030	.00006	.00007	-.00006	.00118	.00037
156	44.784	-.00040	-.00014	.00016	.00003	.00116	.00029
157	45.072	.00009	-.00029	.00025	.00011	.00103	.00042
158	45.360	.00004	-.00042	.00030	.00010	.00082	.00041
159	45.648	-.00018	-.00042	.00028	.00002	.00055	.00042
160	45.936	-.00037	-.00042	.00013	.00002	.00024	.00080
161	46.224	-.00059	-.00039	.00005	.00005	-.00018	.00098
162	46.512	-.00053	-.00037	.00001	.00013	.00039	.00116
163	46.800	-.00033	-.00047	-.00013	.00017	.00042	.00141
164	47.088	-.00003	-.00049	.00002	.00029	-.00113	.00178
165	47.376	.00024	-.00033	.00016	.00045	-.00220	.00201
166	47.664	.00000	-.00031	.00009	.00064	-.00282	.00254
167	47.952	.00019	-.00033	.00018	.00070	-.00305	.00283
168	48.240	.00023	-.00037	.00006	.00083	-.00294	.00360
169	48.528	.00030	-.00034	.00023	.00097	-.00251	.00453
170	48.816	.00024	-.00042	.00029	.00110	-.00182	.00521
171	49.104	-.00008	-.00041	.00024	.00141	-.00001	.00622
172	49.392	-.00007	-.00041	.00048	.00190	.00030	.00720
173	49.680	-.00026	-.00023	.00092	.00229	.00095	.00824
174	49.968	.00021	-.00003	.00136	.00265	.00176	.00910
175	50.256	-.00024	.00016	.00177	.00299	.00331	.00998
176	50.544	-.00043	.00007	.00219	.00344	.00398	.01084
177	50.832	-.00026	.00014	.00261	.00387	.00669	.01216
178	51.120	-.00021	.00011	.00304	.00448	.00739	.01353
179	51.408	-.00019	.00030	.00368	.00539	.00942	.01512
180	51.696	-.00028	.00033	.00373	.00623	.01181	.01710
181	51.984	-.00017	.00038	.00476	.00711	.01307	.01901
182	52.272	-.00002	.00047	.00576	.00792	.01319	.02094
183	52.560	.00055	.00059	.00683	.00930	.01594	.02339
184	52.848	.00051	.00067	.00758	.01075	.01863	.02560
185	53.136	.00075	.00093	.00829	.01218	.02128	.02838
186	53.424	.00094	.00126	.00986	.01373	.02389	.03150
187	53.712	.00153	.00169	.01145	.01519	.02647	.03423
188	54.000	.00149	.00190	.01266	.01686	.02904	.03684
189	54.288	.00200	.00221	.01361	.01881	.03160	.03986
190	54.576	.00300	.00237	.01551	.02059	.03415	.04323
191	54.864	.00328	.00274	.01789	.02263	.03672	.04614
192	55.152	.00395	.00350	.01931	.02438	.03930	.04999
193	55.440	.00467	.00400	.02218	.02701	.04190	.05394
194	55.728	.00581	.00456	.02541	.02924	.04454	.05772
195	56.016	.00653	.00536	.02790	.03157	.04723	.06132
196	56.304	.00758	.00637	.03129	.03446	.04996	.06554
197	56.592	.00874	.00765	.03404	.03764	.05275	.06972
198	56.880	.01019	.00890	.03651	.04108	.05561	.07405
199	57.168	.01088	.00990	.03963	.04474	.05855	.07891
200	57.456	.01295	.01151	.04310	.04910	.06157	.08420
201	57.744	.01504	.01300	.04629	.05357	.06469	.08924
202	58.032	.01679	.01507	.05107	.05831	.07413	.09484
203	58.320	.01896	.01675	.05553	.06347	.08357	.10015
204	58.608	.02116	.01850	.06043	.06840	.08698	.10495
205	58.896	.02384	.02076	.06571	.07370	.09039	.11033
206	59.184	.02669	.02307	.07186	.07937	.09587	.11619
207	59.472	.03025	.02576	.07795	.08525	.10034	.12242
208	59.760	.03338	.02871	.08384	.09113	.10925	.12835
209	60.048	.03631	.03204	.08929	.09705	.11815	.13434
210	60.336	.03921	.03547	.09552	.10333	.13520	.14097
211	60.624	.04303	.03883	.10129	.10962	.13779	.14826
212	60.912	.04699	.04215	.10784	.11626	.13886	.15617
213	61.200	.05160	.04595	.11434	.12225	.13992	.16356
214	61.488	.05577	.04958	.12070	.12807	.16013	.17145
215	61.776	.05993	.05374	.12749	.13451	.15484	.17966
216	62.064	.06559	.05811	.13514	.14137	.16466	.18793
217	62.352	.07047	.06243	.14279	.14869	.17471	.19655
218	62.640	.07605	.06742	.15024	.15573	.18493	.20463
219	62.928	.08110	.07231	.15777	.16292	.19515	.21285
220	63.216	.08591	.07763	.16609	.17046	.20543	.22118
221	63.504	.09098	.08282	.17494	.17809	.21580	.22964
222	63.792	.09670	.08835	.18426	.18601	.22638	.23851
223	64.080	.10255	.09395	.19280	.19406	.24305	.24749
224	64.368	.10748	.09958	.20133	.20197	.24593	.25634
225	64.656	.11462	.10587	.21017	.21076	.25300	.26568
226	64.944	.12249	.11279	.21894	.21937	.26717	.27516
227	65.232	.13083	.11969	.22809	.22863	.27868	.28469
228	65.520	.13775	.12657	.23661	.23808	.28981	.29400
229	65.808	.14466	.13329	.24530	.24773	.30060	.30326
230	66.096	.15234	.14072	.25473	.25755	.31109	.31287
231	66.384	.16028	.14859	.26431	.26749	.32037	.32265
232	66.672	.16899	.15662	.27379	.27752	.33076	.33334
233	66.960	.17739	.16469	.28341	.28742	.34360	.34379
234	67.248	.18561	.17272	.29313	.29698	.35165	.35411
235	67.536	.19427	.18144	.30371	.30693	.36091	.36426
236	67.824	.20270	.19046	.31408	.31723	.37034	.37462
237	68.112	.21233	.19987	.32493	.32754	.37992	.38473
238	68.400	.22159	.20921	.33594	.33790	.38965	.39452
239	68.688	.23163	.21847	.34658	.34816	.39953	.40435
240	68.976	.24172	.22829	.35713	.35907	.40955	.41409
241	69.264	.25160	.23792	.36772	.37021	.41857	.42441
242	69.552	.26174	.24778	.37847	.38098	.42893	.43478
243	69.840	.27124	.25775	.38915	.39172	.44061	.44506
244	70.128	.28140	.26800	.39990	.40271	.45202	.45548
245	70.416	.29155	.27872	.41027	.41385	.46297	.46578
246	70.704	.30199	.28968	.42055	.42514	.47515	.47624
247	70.992	.31314	.30100	.43153	.43626	.48511	.48653
248	71.280	.32383	.31251	.44179	.44673	.49508	.49654
249	71.568	.33475	.32375	.45195	.45724	.50504	.50658
250	71.856	.34641	.33533	.46213	.46741	.51499	.51645
251	72.144	.35787	.34698	.47297	.47766	.52490	.52667
252	72.432	.37006	.35958	.48436	.48797	.53476	.53716
253	72.720	.38228	.37215	.49525	.49832	.54455	.54758
254	73.008	.39417	.38452	.50635	.50872	.55427	.55801
255	73.296	.40638	.39685	.51749	.51937	.56389	.56835
256	73.584	.41861	.40900	.52842	.53032	.57341	.57870
257	73.872	.43072	.42116	.53967	.54117	.58233	.58863
258	74.160	.44249	.43319	.55037	.55179	.59162	.59825
259	74.448	.45353	.44480	.56120	.56232	.60168	.60774
260	74.736	.46507	.45690	.57190	.57278	.61008	.61718
261	75.024	.47708	.46907	.58196	.58337	.61860	.62652
262	75.312	.48901	.48078	.59222	.59410	.62821	.63567
263	75.600	.50122	.49271	.60227	.60464	.63692	.64501
264	75.888	.51358	.50485	.61224	.61505	.64573	.65448
265	76.176	.52462	.51700	.62219	.62532	.65460	.66357
266	76.464	.53582	.52915	.63257	.63561	.66351	.67275
267	76.752	.54730	.54143	.64246	.64610	.67242	.68190
268	77.040	.55907	.55390	.65242	.65619	.68131	.69131
269	77.328	.57087	.56590	.66224	.66620	.69016	.70062
270	77.616	.58318	.57790	.67193	.67580	.69894	.70970
271	77.904	.59477	.58945	.68121	.68525	.70762	.71857
272	78.192	.60603	.60057	.68993	.69466	.71617	.72696
273	78.480	.61765	.61171	.69872	.70378	.72458	.73508
274	78.768	.62957	.62282	.70839	.71269	.73282	.74316
275	79.056	.64075	.63369	.71704	.72116	.74085	.75095
276	79.344	.65187	.64460	.72632	.72934	.74866	.75829
277	79.632	.66365	.65584	.73588	.73742	.75621	.76571
278	79.920	.67451	.66628	.74470	.74553	.76349	.77317
279	80.208	.68534	.67692	.75315	.75379	.77046	.78050
280	80.496	.69637	.68762	.76130	.76202	.77710	.78785
281	80.784	.70727	.69824	.76873	.77058	.78339	.79533
282	81.072	.71793	.70894	.77584	.77931	.78929	.80232
283	81.360	.72811	.71947	.78281	.78820	.79628	.80934
284	81.648	.73830	.72992	.79003	.79714	.80327	.81651
285	81.936	.74811	.73993	.79747	.80559	.80780	.82289
286	82.224	.75799	.74972	.80512	.81359	.81233	.82930
287	82.512	.76777	.75937	.81320	.82167	.82246	.83570
288	82.800	.77755	.76887	.82158	.82963	.83259	.84192
289	83.088	.78722	.77823	.83018	.83732	.83472	.84811
290	83.376	.79640	.78738	.83866	.84492	.83914	.85440
291	83.664	.80551	.79652	.84727	.85228	.85719	.86038
292	83.952	.81407	.80582	.85576	.85947	.86031	.86639
293	84.240	.82239	.81496	.86378	.86615	.87055	.87202
294	84.528	.83037	.82373	.87171	.87276	.87420	.87763
295	84.816	.83848	.83226	.87887	.87893	.87785	.88322
296	85.104	.84648	.84037	.88592	.88495	.88310	.88908
297	85.392	.85393	.84850	.89284	.89077	.88622	.89450
298	85.680	.86182	.85599	.89944	.89656	.89620	.89951
299	85.968	.86943	.86348	.90560	.90192	.89832	.90471
300	86.256	.87688	.87059	.91146	.90693	.90401	.90969
301	86.544	.88394	.87779	.91712	.91194	.90991	.91466
302	86.832	.89066	.88474	.92248	.91679	.91588	.91920
303	87.120	.89743	.89127	.92769	.92153	.92185	.92365
304	87.408	.90340	.89832	.93267	.92620	.92789	.92841
305	87.696	.90952	.90467	.93716	.93100	.93413	.93293
306	87.984	.91523	.91060	.94146	.93536	.93882	.93689
307	88.272	.92084	.91621	.94555	.93961	.93925	.94083
308	88.560	.92617	.92184	.94974	.94363	.94586	.94477
309	88.848	.93132	.92727	.95369	.94769	.95770	.94848
310	89.136	.93648	.93243	.95776	.95172	.95828	.95258
311	89.424	.94158	.93756	.96141	.95561	.95889	.95640
312	89.712	.94686	.94258	.96489	.95916	.95951	.95970
313	90.000	.95191	.94734	.96798	.96283	.96122	.96289
314	90.288	.95660	.95195	.97108	.96610	.96737	.96609
315	90.576	.96101	.95655	.97411	.96936	.96869	.96902
316	90.864	.96486	.96050	.97723	.97237	.97001	.97197
317	91.152	.96903	.96477	.98000	.97550	.97363	.97447
318	91.440	.97251	.96850	.98249	.97827	.97655	.97672
319	91.728	.97610	.97281	.98483	.98073	.97925	.97898
320	92.016	.97900	.97616	.98718	.98342	.98173	.98142
321	92.304	.98189	.97931	.98906	.98572	.98221	.98352
322	92.592	.98447	.98249	.99083	.98757	.98753	.98537
323	92.880	.98669	.98532	.99225	.98932	.98902	.98720
324	93.168	.98909	.98778	.99359	.99082	.99023	.98881
325	93.456	.99102	.99007	.99472	.99247	.99120	.99088
326	93.744	.99306	.99208	.99567	.99409	.99263	.99269
327	94.032	.99472	.99381	.99656	.99546	.99356	.99413
328	94.320	.99607	.99544	.99731	.99657	.99274	.99496
329	94.608	.99702	.99649	.99830	.99759	.99115	.99628
330	94.896	.99801	.99735	.99869	.99829	.99216	.99695
331	95.184	.99886	.99822	.99915	.99899	.99334	.99760
332	95.472	.99983	.99907	.99977	.99943	.99444	.99813
333	95.760	1.00000	.99949	1.00000	.99943	.99547	.99871
334	96.048	.99983	1.00000	.99991	.99958	.99640	.99941
335	96.336	.99962	1.00000	.99945	.99995	.99722	.99955
336	96.624	.99872	.99972	.99936	1.00000	.99793	.99962
337	96.912	.99843	.99903	.99906	.99978	.99850	1.00000
338	97.200	.99740	.99802	.99818	.99945	.99877	.99986
339	97.488	.99619	.99694	.99723	.99837	.99982	.99958
340	97.776	.99500	.99576	.99606	.99756	1.00000	.99957
341	98.064	.99331	.99428	.99479	.99666	.99954	.99941
342	98.352	.99187	.99267	.99371	.99562	.99825	.99884
343	98.640	.99013	.99100	.99219	.99440	.99779	.99809
344	98.928	.98842	.98902	.99064	.99326	.99751	.99745
345	99.216	.98629	.98700	.98908	.99165	.99581	.99668
346	99.504	.98343	.98472	.98759	.98987	.99464	.99584
347	99.792	.98061	.98206	.98578	.98814	.99324	.99479
348	100.080	.97802	.97921	.98392	.98638	.99174	.99369
349	100.368	.97534	.97589	.98142	.98447	.99016	.99215
350	100.656	.97225	.97256	.97901	.98202	.98850	.99044
351	100.944	.96908	.96868	.97645	.97960	.98677	.98887
352	101.232	.96534	.96489	.97415	.97707	.98497	.98693
353	101.520	.96126	.96104	.97154	.97441	.98311	.98508
354	101.808	.95648	.95702	.96867	.97202	.98121	.98363
355	102.096	.95198	.95284	.96561	.96937	.97926	.98165
356	102.384	.94732	.94841	.96246	.96652	.97728	.97976
357	102.672	.94256	.94406	.95962	.96394	.97527	.97796
358	102.960	.93816	.93956	.95629	.96103	.97246	.97556
359	103.248	.93327	.93493	.95269	.95810	.97071	.97293
360	103.536	.92829	.92984	.94876	.95459	.96935	.97036
361	103.824	.92325	.92489	.94485	.95133	.96774	.96802
362	104.112	.91796	.91937	.94115	.94795	.96588	.96548
363	104.400	.91203	.91356	.93697	.94403	.96378	.96275
364	104.688	.90618	.90781	.93281	.94001	.96146	.96019
365	104.976	.90044	.90156	.92844	.93573	.95890	.95735
366	105.264	.89454	.89557	.92406	.93107	.95612	.95408
367	105.552	.88829	.88894	.91942	.92629	.95313	.95097
368	105.840	.88212	.88290	.91497	.92141	.94993	.94788
369	106.128	.87551	.87659	.91028	.91632	.94652	.94459
370	106.416	.86875	.86985	.90595	.91083	.94291	.94140
371	106.704	.86203	.86326	.90169	.90537	.93911	.93856
372	106.992	.85532	.85631	.89725	.89993	.93512	.93558
373	107.280	.84853	.84910	.89298	.89453	.93095	.93234
374	107.568	.84142	.84184	.88866	.88917	.92659	.92900
375	107.856	.83443	.83413	.88418	.88374	.92207	.92557
376	108.144	.82685	.82634	.87975	.87816	.91738	.92190
377	108.432	.81994	.81847	.87533	.87262	.91253	.91795
378	108.720	.81295	.81085	.87092	.86730	.90753	.91383
379	109.008	.80567	.80350	.86631	.86203	.91243	.90962
380	109.296	.79817	.79588	.86126	.85696	.90293	.90534
381	109.584	.79013	.78788	.85631	.85184	.89620	.90078
382	109.872	.78179	.77952	.85106	.84643	.89832	.89619
383	110.160	.77343	.77104	.84553	.84095	.89325	.89164
384	110.448	.76524	.76242	.83971	.83550	.88838	.88727
385	110.736	.75709	.75397	.83383	.82966	.88358	.88275
386	111.024	.74806	.74536	.82777	.82377	.87877	.87817
387	111.312	.73965	.73685	.82161	.81792	.87404	.87363
388	111.600	.73157	.72854	.81531	.81214	.86950	.86925
389	111.888	.72292	.72015	.80900	.80643	.86263	.86470
390	112.176	.71436	.71157	.80251	.80032	.86277	.86008
391	112.464	.70541	.70300	.79573	.79416	.84965	.85568
392	112.752	.69705	.69389	.78899	.78781	.84640	.85091
393	113.040	.68787	.68457	.78216	.78138	.84234	.84621
394	113.328	.67903	.67524	.77513	.77485	.83832	.84138
395	113.616	.66930	.66626	.76827	.76783	.83430	.83658
396	113.904	.65983	.65763	.76179	.76063	.82805	.83179
397	114.192	.65000	.64881	.75514	.75338	.82322	.82682
398	114.480	.64090	.63963	.74840	.74630	.81990	.82174
399	114.768	.63158	.63012	.74153	.73922	.81383	.81630
400	115.056	.62213	.62063	.73415	.73220	.80772	.81077
401	115.344	.61328	.61112	.72707	.72509	.80198	.80531
402	115.632	.60312	.60083	.71987	.71801	.79623	.80008
403	115.920	.59352	.59069	.71217	.71088	.79046	.79480
404	116.208	.58382	.58060	.70467	.70352	.78469	.78958
405	116.496	.57406	.57027	.69699	.69609	.77914	.78432
406	116.784	.56418	.55996	.68943	.68865	.77336	.77905
407	117.072	.55419	.55002	.68174	.68101	.76720	.77349
408	117.360	.54382	.53942	.67383	.67330	.76119	.76782
409	117.648	.53425	.52943	.66620	.66577	.75530	.76225
410	117.936	.52477	.51954	.65897	.65838	.74952	.75658
411	118.224	.51449	.50949	.65156	.65050	.74361	.75059
412	118.512	.50376	.49919	.64343	.64216	.73812	.74434
413	118.800	.49351	.48823	.63540	.63348	.73356	.73791
414	119.088	.48360	.47793	.62786	.62529	.72720	.73149
415	119.376	.47308	.46764	.61990	.61748	.72091	.72567
416	119.664	.46280	.45715	.61182	.60974	.71466	.71994
417	119.952	.45264	.44607	.60340	.60177	.70844	.71401
418	120.240	.44142	.43473	.59471	.59370	.70224	.70731
419	120.528	.43080	.42397	.58631	.58571	.69605	.70101
420	120.816	.41985	.41289	.57740	.57810	.68985	.69478
421	121.104	.40988	.40219	.56867	.56993	.68429	.68822
422	121.392	.39933	.39089	.55969	.56158	.67743	.68146
423	121.680	.38756	.38037	.55090	.55275	.67028	.67471
424	121.968	.37801	.36995	.54208	.54402	.66376	.66863
425	122.256	.36817	.36010	.53354	.53569	.65852	.66257
426	122.544	.35810	.34927	.52457	.52725	.65264	.65647
427	122.832	.34798	.33908	.51589	.51847	.64523	.65010
428	123.120	.33715	.32852	.50681	.50949	.63816	.64383
429	123.408	.32663	.31846	.49831	.50060	.63100	.63749
430	123.696	.31687	.30877	.48942	.49179	.62409	.63105
431	123.984	.30665	.29827	.48097	.48264	.61835	.62434
432	124.272	.29648	.28785	.47210	.47344	.61183	.61760
433	124.560	.28623	.27760	.46297	.46411	.60490	.61068
434	124.848	.27660	.26737	.45398	.45455	.59802	.60384
435	125.136	.26584	.25716	.44491	.44576	.59118	.59701
436	125.424	.25581	.24641	.43559	.43653	.58437	.58991
437	125.712	.24584	.23570	.42645	.42735	.57759	.58274
438	126.000	.23513	.22529	.41754	.41800	.57081	.57582
439	126.288	.22553	.21519	.40837	.40915	.56404	.56920
440	126.576	.21579	.20566	.39932	.40043	.55727	.56244
441	126.864	.20491	.19592	.38992	.39181	.55049	.55555
442	127.152	.19493	.18601	.38039	.38299	.54369	.54863
443	127.440	.18465	.17584	.37063	.37452	.53685	.54160
444	127.728	.17528	.16629	.36106	.36578	.52998	.53478
445	128.016	.16510	.15689	.35143	.35700	.52306	.52800
446	128.304	.15559	.14734	.34249	.34784	.51515	.52085
447	128.592	.14569	.13711	.33301	.33812	.50858	.51369
448	128.880	.13527	.12704	.32324	.32791	.50202	.50640
449	129.168	.12584	.11703	.31451	.31735	.49545	.49991
450	129.456	.11666	.10756	.30566	.30674	.48883	.49332
