# Roi/ROB map file for the RPC system

maxSubsystem:   2
maxLogicSector: 32
maxRoI:         28

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   20   |  22 |    1   |  37
      1    |   20   |  23 |    2   |  37 101
      1    |   20   |  24 |    2   |  37 101
      1    |   20   |  25 |    2   |  37 101
      1    |   20   |  26 |    2   |  37 101

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   21   |   1 |    1   |  13
      1    |   21   |   2 |    1   |  13
      1    |   21   |   3 |    2   |  13  61
      1    |   21   |   4 |    2   |  13  61
      1    |   21   |   5 |    1   |  13
      1    |   21   |   6 |    1   |  13
      1    |   21   |   7 |    1   |  13
      1    |   21   |   8 |    1   |  13
      1    |   21   |   9 |    2   |  13  29
      1    |   21   |  10 |    2   |  13  29
      1    |   21   |  11 |    1   |  29
      1    |   21   |  12 |    1   |  29
      1    |   21   |  13 |    2   |  29  45
      1    |   21   |  14 |    2   |  29  45
      1    |   21   |  15 |    1   |  45
      1    |   21   |  16 |    1   |  45

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   22   |   1 |    1   |  13
      1    |   22   |   2 |    1   |  13
      1    |   22   |   3 |    2   |  13  61
      1    |   22   |   4 |    2   |  13  61
      1    |   22   |   5 |    1   |  13
      1    |   22   |   6 |    1   |  13
      1    |   22   |   7 |    1   |  13
      1    |   22   |   8 |    1   |  13
      1    |   22   |   9 |    2   |  13  29
      1    |   22   |  10 |    2   |  13  29
      1    |   22   |  11 |    1   |  29
      1    |   22   |  12 |    1   |  29
      1    |   22   |  13 |    2   |  29  45
      1    |   22   |  14 |    2   |  29  45
      1    |   22   |  15 |    1   |  45
      1    |   22   |  16 |    1   |  45

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   23   |   1 |    1   |   6
      1    |   23   |   2 |    1   |   6
      1    |   23   |   3 |    1   |   6
      1    |   23   |   4 |    1   |   6
      1    |   23   |   5 |    1   |   6
      1    |   23   |   6 |    1   |   6
      1    |   23   |   7 |    2   |   6  22
      1    |   23   |   8 |    2   |   6  22
      1    |   23   |   9 |    2   |   6  22
      1    |   23   |  10 |    2   |   6  22
      1    |   23   |  11 |    1   |  22
      1    |   23   |  12 |    1   |  22
      1    |   23   |  13 |    2   |  22  38
      1    |   23   |  14 |    2   |  22  38
      1    |   23   |  15 |    1   |  38
      1    |   23   |  16 |    1   |  38
      1    |   23   |  17 |    1   |  38
      1    |   23   |  18 |    1   |  38
      1    |   23   |  19 |    2   |  38 102
      1    |   23   |  20 |    2   |  38 102
      1    |   23   |  21 |    2   |  38 102
      1    |   23   |  22 |    2   |  38 102

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   24   |   1 |    1   |   6
      1    |   24   |   2 |    1   |   6
      1    |   24   |   3 |    1   |   6
      1    |   24   |   4 |    1   |   6
      1    |   24   |   5 |    1   |   6
      1    |   24   |   6 |    1   |   6
      1    |   24   |   7 |    2   |   6  22
      1    |   24   |   8 |    2   |   6  22
      1    |   24   |   9 |    2   |   6  22
      1    |   24   |  10 |    2   |   6  22
      1    |   24   |  11 |    1   |  22
      1    |   24   |  12 |    1   |  22
      1    |   24   |  13 |    2   |  22  38
      1    |   24   |  14 |    2   |  22  38
      1    |   24   |  15 |    1   |  38
      1    |   24   |  16 |    1   |  38
      1    |   24   |  17 |    1   |  38
      1    |   24   |  18 |    1   |  38
      1    |   24   |  19 |    2   |  38 102
      1    |   24   |  20 |    2   |  38 102
      1    |   24   |  21 |    2   |  38 102
      1    |   24   |  22 |    2   |  38 102

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   25   |   1 |    1   |  14
      1    |   25   |   2 |    1   |  14
      1    |   25   |   3 |    2   |  14  62
      1    |   25   |   4 |    2   |  14  62
      1    |   25   |   5 |    1   |  14
      1    |   25   |   6 |    1   |  14
      1    |   25   |   7 |    1   |  14
      1    |   25   |   8 |    1   |  14
      1    |   25   |   9 |    2   |  14  30
      1    |   25   |  10 |    2   |  14  30
      1    |   25   |  11 |    1   |  30
      1    |   25   |  12 |    1   |  30
      1    |   25   |  13 |    2   |  30  46
      1    |   25   |  14 |    2   |  30  46
      1    |   25   |  15 |    1   |  46
      1    |   25   |  16 |    1   |  46

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   26   |   1 |    1   |  14
      1    |   26   |   2 |    1   |  14
      1    |   26   |   3 |    2   |  14  62
      1    |   26   |   4 |    2   |  14  62
      1    |   26   |   5 |    1   |  14
      1    |   26   |   6 |    1   |  14
      1    |   26   |   7 |    1   |  14
      1    |   26   |   8 |    1   |  14
      1    |   26   |   9 |    2   |  14  30
      1    |   26   |  10 |    2   |  14  30
      1    |   26   |  11 |    1   |  30
      1    |   26   |  12 |    1   |  30
      1    |   26   |  13 |    2   |  30  46
      1    |   26   |  14 |    2   |  30  46
      1    |   26   |  15 |    1   |  46
      1    |   26   |  16 |    1   |  46

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   27   |   1 |    1   |   7
      1    |   27   |   2 |    1   |   7
      1    |   27   |   3 |    1   |   7
      1    |   27   |   4 |    1   |   7
      1    |   27   |   5 |    1   |   7
      1    |   27   |   6 |    1   |   7
      1    |   27   |   7 |    2   |   7  23
      1    |   27   |   8 |    2   |   7  23
      1    |   27   |   9 |    2   |   7  23
      1    |   27   |  10 |    2   |   7  23
      1    |   27   |  11 |    1   |  23
      1    |   27   |  12 |    1   |  23
      1    |   27   |  13 |    2   |  23  39
      1    |   27   |  14 |    2   |  23  39
      1    |   27   |  15 |    2   |  23  39
      1    |   27   |  16 |    2   |  23  39
      1    |   27   |  17 |    2   |  23  39
      1    |   27   |  18 |    2   |  23  39
      1    |   27   |  19 |    2   |  23  39
      1    |   27   |  20 |    2   |  23  39
      1    |   27   |  21 |    1   |  39
      1    |   27   |  22 |    1   |  39
      1    |   27   |  23 |    2   |  39 103
      1    |   27   |  24 |    2   |  39 103
      1    |   27   |  25 |    2   |  39 103
      1    |   27   |  26 |    2   |  39 103

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   28   |   1 |    1   |   7
      1    |   28   |   2 |    1   |   7
      1    |   28   |   3 |    1   |   7
      1    |   28   |   4 |    1   |   7
      1    |   28   |   5 |    1   |   7
      1    |   28   |   6 |    1   |   7
      1    |   28   |   7 |    2   |   7  23
      1    |   28   |   8 |    2   |   7  23
      1    |   28   |   9 |    2   |   7  23
      1    |   28   |  10 |    2   |   7  23
      1    |   28   |  11 |    1   |  23
      1    |   28   |  12 |    1   |  23
      1    |   28   |  13 |    2   |  23  39
      1    |   28   |  14 |    2   |  23  39
      1    |   28   |  15 |    2   |  23  39
      1    |   28   |  16 |    2   |  23  39
      1    |   28   |  17 |    2   |  23  39
      1    |   28   |  18 |    2   |  23  39
      1    |   28   |  19 |    2   |  23  39
      1    |   28   |  20 |    2   |  23  39
      1    |   28   |  21 |    1   |  39
      1    |   28   |  22 |    1   |  39
      1    |   28   |  23 |    2   |  39 103
      1    |   28   |  24 |    2   |  39 103
      1    |   28   |  25 |    2   |  39 103
      1    |   28   |  26 |    2   |  39 103

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   29   |   1 |    1   |  15
      1    |   29   |   2 |    1   |  15
      1    |   29   |   3 |    1   |  15
      1    |   29   |   4 |    1   |  15
      1    |   29   |   5 |    1   |  15
      1    |   29   |   6 |    1   |  15
      1    |   29   |   7 |    2   |  15  31
      1    |   29   |   8 |    2   |  15  31
      1    |   29   |   9 |    2   |  15  31
      1    |   29   |  10 |    2   |  15  31
      1    |   29   |  11 |    1   |  31
      1    |   29   |  12 |    1   |  31
      1    |   29   |  13 |    1   |  31
      1    |   29   |  14 |    1   |  31
      1    |   29   |  15 |    2   |  31  47
      1    |   29   |  16 |    2   |  31  47
      1    |   29   |  17 |    2   |  31  47
      1    |   29   |  18 |    2   |  31  47
      1    |   29   |  21 |    2   |  31  47
      1    |   29   |  22 |    2   |  31  47
      1    |   29   |  23 |    1   |  47
      1    |   29   |  24 |    1   |  47

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   30   |   1 |    1   |  15
      1    |   30   |   2 |    1   |  15
      1    |   30   |   3 |    1   |  15
      1    |   30   |   4 |    1   |  15
      1    |   30   |   5 |    1   |  15
      1    |   30   |   6 |    1   |  15
      1    |   30   |   7 |    2   |  15  31
      1    |   30   |   8 |    2   |  15  31
      1    |   30   |   9 |    2   |  15  31
      1    |   30   |  10 |    2   |  15  31
      1    |   30   |  11 |    1   |  31
      1    |   30   |  12 |    1   |  31
      1    |   30   |  13 |    1   |  31
      1    |   30   |  14 |    1   |  31
      1    |   30   |  15 |    2   |  31  47
      1    |   30   |  16 |    2   |  31  47
      1    |   30   |  17 |    2   |  31  47
      1    |   30   |  18 |    2   |  31  47
      1    |   30   |  21 |    2   |  31  47
      1    |   30   |  22 |    2   |  31  47
      1    |   30   |  23 |    1   |  47
      1    |   30   |  24 |    1   |  47

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   31   |   1 |    1   |   0
      1    |   31   |   2 |    1   |   0
      1    |   31   |   3 |    1   |   0
      1    |   31   |   4 |    1   |   0
      1    |   31   |   5 |    1   |   0
      1    |   31   |   6 |    1   |   0
      1    |   31   |   7 |    2   |   0  16
      1    |   31   |   8 |    2   |   0  16
      1    |   31   |   9 |    2   |   0  16
      1    |   31   |  10 |    2   |   0  16
      1    |   31   |  11 |    1   |  16
      1    |   31   |  12 |    1   |  16
      1    |   31   |  13 |    1   |  16
      1    |   31   |  14 |    1   |  16
      1    |   31   |  15 |    2   |  16  32
      1    |   31   |  16 |    2   |  16  32
      1    |   31   |  17 |    2   |  16  32
      1    |   31   |  18 |    2   |  16  32
      1    |   31   |  19 |    2   |  16  32
      1    |   31   |  20 |    2   |  16  32
      1    |   31   |  21 |    1   |  32
      1    |   31   |  22 |    1   |  32
      1    |   31   |  23 |    2   |  32  96
      1    |   31   |  24 |    2   |  32  96
      1    |   31   |  25 |    2   |  32  96
      1    |   31   |  26 |    2   |  32  96
