   icalo   isamp   ireg     ieta      ua/DAC   MeV/uA    Atten    uA/DAC     MeV/uA (last two with attenuation corrections)
       1       2       0      40    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      41    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      42    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      43    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      44    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      45    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      46    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      47    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      48    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      49    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      50    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      51    0.153357   308.30    0.9826  0.150689    313.63
       1       2       0      52    0.153357   308.30    0.9811  0.150459    313.63
       1       2       0      53    0.153357   308.30    0.9811  0.150459    313.63
       1       2       0      54    0.153357   308.30    0.9811  0.150459    313.63
       1       2       0      55    0.153357   308.30    0.9811  0.150459    313.63
       1       2       1       0    0.025499   308.30    0.9811  0.025017    313.63
       1       3       0       0    0.076602   357.70    0.9743  0.074637    363.89
       1       3       0       1    0.076602   357.70    0.9743  0.074637    363.89
       1       3       0       2    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       3    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       4    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       5    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       6    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       7    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       8    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0       9    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      10    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      11    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      12    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      13    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      14    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      15    0.076602   357.70    0.9848  0.075441    363.89
       1       3       0      16    0.076602   308.30    0.9848  0.075441    313.63
       1       3       0      17    0.076602   308.30    0.9848  0.075441    313.63
       1       3       0      18    0.076602   308.30    0.9836  0.075345    313.63
       1       3       0      19    0.076602   308.30    0.9836  0.075345    313.63
       1       3       0      20    0.076602   308.30    0.9836  0.075345    313.63
       1       3       0      21    0.076602   308.30    0.9836  0.075345    313.63
       1       3       0      22    0.076602   308.30    0.9826  0.075269    313.63
       1       3       0      23    0.076602   308.30    0.9826  0.075269    313.63
       1       3       0      24    0.076602   308.30    0.9826  0.075269    313.63
       1       3       0      25    0.076602   308.30    0.9826  0.075269    313.63
       1       3       0      26    0.076602   308.30    0.9811  0.075154    313.63
